pin_code,low_risk_count_0,high_risk_count_1,total_customers,state,zone,district,latitude,longitude
283115,9,3,12,Uttar Pradesh,Agra,Agra,26.87094558379209,77.56887257430215
283114,14,9,23,Uttar Pradesh,Agra,Agra,26.837219732337232,78.73641533180047
305026,9,5,14,Rajasthan,Jodhpur,Nagaur,26.57318239342798,74.47561524395078
283113,6,10,16,Uttar Pradesh,Agra,Agra,26.892073533097463,78.46685097239367
283112,11,11,22,Uttar Pradesh,Agra,Agra,26.941506216562665,78.0456222324466
283111,9,4,13,Uttar Pradesh,Agra,Agra,27.038871966289758,78.28833121203013
283110,7,11,18,Uttar Pradesh,Agra,Agra,27.088450971378556,77.68827363591085
305022,5,11,16,Rajasthan,Ajmer,Ajmer,26.471858752303678,74.51749408110882
305023,6,13,19,Rajasthan,Ajmer,Ajmer,26.532558050235235,74.73991807655452
305024,12,7,19,Rajasthan,Ajmer,Ajmer,26.471282261512922,74.7037544521178
305025,13,5,18,Rajasthan,Ajmer,Ajmer,26.406506878459847,74.79962715576748
246169,15,9,24,Uttarakhand,,Pauri,29.930981937513515,78.93111276565556
522016,3,8,11,Andhra Pradesh,Vijayawada,Guntur,16.48186731785906,80.38352289722359
332601,12,2,14,Rajasthan,,Sikar,27.323495568252252,75.30605140926194
534005,10,7,17,Andhra Pradesh,Vijayawada,Eluru,16.728987441705012,81.11176075232379
522017,14,10,24,Andhra Pradesh,Vijayawada,Guntur,16.23167656168856,80.43540444149126
534004,5,6,11,Andhra Pradesh,Vijayawada,Eluru,16.664134650709595,81.18490241288758
534003,15,22,37,Andhra Pradesh,Vijayawada,Eluru,16.741552911453454,81.04820863164365
332603,10,10,20,Rajasthan,,Sikar,27.39199813257993,75.59802119181887
522018,9,8,17,Andhra Pradesh,Vijayawada,Guntur,16.408652932159995,80.36775843121059
522019,9,15,24,Andhra Pradesh,Vijayawada,Guntur,16.202607036575763,80.33111315570686
332602,10,7,17,Rajasthan,,Sikar,27.372745416124292,75.3785070725449
534002,11,11,22,Andhra Pradesh,Vijayawada,Eluru,16.709322791038847,81.0948787084572
534001,9,10,19,Andhra Pradesh,Vijayawada,Eluru,16.696395224810207,81.09600254765849
246172,9,12,21,Uttarakhand,,Pauri,29.91632682216845,78.76140903129867
741234,9,5,14,West Bengal,Kolkata,Nadia South,22.95889754592212,88.49572462121785
246173,12,12,24,Uttarakhand,,Pauri,30.02122450110563,78.53674067195617
522020,20,11,31,Andhra Pradesh,Vijayawada,Guntur,16.569462886480846,80.3644511468809
246174,15,9,24,Uttarakhand,,Pauri,30.225461686754027,78.85373186684919
246175,9,16,25,Uttarakhand,,Pauri,30.021345048456425,78.67232489183277
741232,12,6,18,West Bengal,Kolkata,Nadia South,23.156218327953827,88.58630229165944
246176,10,12,22,Uttarakhand,,Pauri,30.04081232509857,78.80445702601567
271122,11,8,19,Uttar Pradesh,Gorakhpur,Gonda,27.252447327052995,81.89709543333163
246177,4,6,10,Uttarakhand,,Pauri,29.86679457675538,78.97610043291034
283105,11,2,13,Uttar Pradesh,Agra,Agra,27.156070926318364,77.87593938253308
271123,11,12,23,Uttar Pradesh,Gorakhpur,Gonda,27.056099180556764,81.9890571361955
246178,15,10,25,Uttarakhand,,Pauri,30.23188334939884,78.82329112574855
523357,14,9,23,Andhra Pradesh,Vijayawada,Markapur,15.379265051631807,78.8604851658013
523356,13,4,17,Andhra Pradesh,Vijayawada,Markapur,15.385897072384003,79.01915038011074
283104,11,8,19,Uttar Pradesh,Agra,Agra,26.8400813231194,78.58891987015795
271124,12,7,19,Uttar Pradesh,Gorakhpur,Gonda,26.971675737117966,82.12287255857092
246179,16,12,28,Uttarakhand,,Pauri,29.73345598021812,78.87836753346328
283103,13,6,19,Uttar Pradesh,Agra,Mainpuri,27.20916536028897,78.31189198891575
271125,8,8,16,Uttar Pradesh,Gorakhpur,Gonda,27.114436696113756,81.86550426022579
283102,5,9,14,Uttar Pradesh,Agra,Agra,27.08514898621752,77.90435937982053
271126,10,12,22,Uttar Pradesh,Gorakhpur,Gonda,27.12326746982762,81.79595139609447
283101,12,8,20,Uttar Pradesh,Agra,Agra,27.205397522081608,77.74847597391123
271129,7,9,16,Uttar Pradesh,Gorakhpur,Gonda,26.921993671593796,82.14055395991599
608801,6,11,17,Tamilnadu,"Central , Trichirapalli",Cuddalore,11.586171271596449,79.72035787708828
246171,12,6,18,Uttarakhand,,Chamoli,30.2581377769363,79.00317059288138
741238,7,11,18,West Bengal,Kolkata,Nadia South,23.137802723296232,88.65091337248992
741235,15,8,23,West Bengal,Kolkata,Nadia South,22.973749284377295,88.4446051721174
741245,12,10,22,West Bengal,Kolkata,Nadia South,22.997389217996123,88.49164054831843
522034,5,9,14,Andhra Pradesh,Vijayawada,Guntur,16.367236768766116,80.44305340277792
534008,10,11,21,Unknown,Unknown,Unknown,,
523368,9,12,21,Andhra Pradesh,Vijayawada,Markapur,15.462670229685873,78.90616736176499
534007,12,8,20,Andhra Pradesh,Vijayawada,Eluru,16.69955217204225,81.02689810982736
523367,17,6,23,Andhra Pradesh,Vijayawada,Markapur,15.299286322731518,78.8525152171988
534006,11,10,21,Andhra Pradesh,Vijayawada,Eluru,16.711596770742705,81.09172966326783
305004,8,14,22,Rajasthan,Ajmer,Ajmer,26.51683372803747,74.6292712316069
305005,15,7,22,Rajasthan,Ajmer,Ajmer,26.438535447474656,74.56951748524389
305006,12,4,16,Unknown,Unknown,Unknown,,
305007,6,13,19,Rajasthan,Ajmer,Ajmer,26.454057278501597,74.6596930418176
305001,14,9,23,Rajasthan,Ajmer,Ajmer,26.4659081560436,74.63738149543872
305002,11,8,19,Rajasthan,Ajmer,Ajmer,26.41003681915152,74.66839091376883
305003,11,9,20,Rajasthan,Ajmer,Ajmer,26.403234349649043,74.59847626149498
825407,7,6,13,Jharkhand,,Hazaribagh,24.548459031858123,85.70385752977907
124111,5,11,16,Haryana,,Rohtak,28.948030201764915,76.41984572842227
825408,9,10,19,Jharkhand,,Hazaribagh,24.217875061707996,85.14088376807905
124112,5,9,14,Haryana,,Rohtak,28.985072605237416,76.2988412650932
825409,5,5,10,Jharkhand,,Hazaribagh,24.435218633719117,85.4759078793855
741202,11,2,13,West Bengal,Kolkata,Nadia South,23.1898509861041,88.61258935561051
825410,10,9,19,Jharkhand,,Hazaribagh,24.471797542133842,85.59385400752527
124108,8,7,15,Haryana,,Rohtak,28.448202157144973,76.65965401149394
124109,15,5,20,Haryana,,Rohtak,28.488303109429065,76.56453020094752
825411,6,9,15,Jharkhand,,Hazaribagh,24.184899772611608,85.3546626617757
124106,10,15,25,Haryana,,Rohtak,28.575462339118996,76.44730044071329
825412,11,10,21,Jharkhand,,Giridih,24.404448970355062,85.98009784849927
124107,9,8,17,Haryana,,Rohtak,28.757704405528887,76.64008490616524
825413,10,7,17,Jharkhand,,Hazaribagh,24.307501804669688,85.53697454780297
825414,12,11,23,Jharkhand,,Hazaribagh,24.422469406731764,84.79340602742974
124104,9,11,20,Haryana,,Rohtak,28.61221589553399,76.73071547232755
124105,7,10,17,Haryana,,Rohtak,28.560657153780973,76.81533527305737
825415,9,9,18,Jharkhand,,Hazaribagh,23.844273511088158,85.02569024349147
124102,11,6,17,Haryana,,Rohtak,28.68963474504572,76.64594341278585
124103,11,5,16,Haryana,,Rohtak,28.56908644713033,76.65670674475597
306302,13,9,22,Rajasthan,Jodhpur,Pali,26.191707657113948,73.89200446474027
306303,13,8,21,Rajasthan,Jodhpur,Pali,26.181851434883598,74.03046544866874
306304,12,7,19,Rajasthan,Jodhpur,Pali,25.99156632076032,74.03215260638986
306305,8,7,15,Rajasthan,Jodhpur,Pali,26.101424283378236,73.95310608517012
306301,10,12,22,Rajasthan,Jodhpur,Pali,26.387696424953162,74.03668901180481
306306,10,5,15,Rajasthan,Jodhpur,Pali,26.01036051733358,73.82421597008539
306307,13,6,19,Rajasthan,Jodhpur,Pali,26.000293288634033,73.93774165832295
306308,12,7,19,Rajasthan,Jodhpur,Pali,26.334470595139322,73.87951650358383
741222,8,5,13,West Bengal,Kolkata,Nadia South,23.056762309968455,88.5713128735196
741223,6,6,12,West Bengal,Kolkata,Nadia South,23.075906373199803,88.63771947956268
825401,7,7,14,Jharkhand,,Hazaribagh,24.265692612941987,84.94755348031985
741221,11,13,24,West Bengal,Kolkata,Nadia South,22.93724310024504,88.55318730736717
825402,10,6,16,Jharkhand,,Hazaribagh,24.09660770145027,85.43575154280944
825403,10,9,19,Jharkhand,,Hazaribagh,24.345544137980976,84.83458616039145
825404,7,5,12,Jharkhand,,Hazaribagh,24.298407723349804,84.66033625991474
825405,12,12,24,Jharkhand,,Hazaribagh,24.254128747760067,85.45697956317045
825406,14,13,27,Jharkhand,,Hazaribagh,24.408025904157217,85.29198957080716
283152,8,5,13,Uttar Pradesh,Agra,Mainpuri,27.409764328562936,78.58364037126613
283151,7,3,10,Uttar Pradesh,Agra,Mainpuri,27.060379593667836,78.69490471110873
632509,14,11,25,Tamilnadu,Chennai City,Arakkonam,12.89359108269322,79.26057667145945
632508,13,11,24,Tamilnadu,Chennai City,Arakkonam,12.921035502876341,79.456920122523
632503,6,6,12,Tamilnadu,Chennai City,Arakkonam,12.867259572924741,79.354047718615
632502,9,10,19,Tamilnadu,Chennai City,Arakkonam,13.019490688859275,79.56829547851926
632501,12,10,22,Tamilnadu,Chennai City,Arakkonam,12.99120833411755,79.38800351784108
632507,3,10,13,Tamilnadu,Chennai City,Arakkonam,12.837633281292264,79.24377838464099
632506,7,8,15,Tamilnadu,Chennai City,Arakkonam,12.783284426885718,79.41096733373091
632505,13,13,26,Tamilnadu,Chennai City,Arakkonam,13.0236279991361,79.47556310105242
632504,12,7,19,Tamilnadu,Chennai City,Arakkonam,12.757206857391436,79.31939888195708
632510,11,9,20,Tamilnadu,Chennai City,Arakkonam,13.092959979266592,79.53142293313593
283145,7,12,19,Uttar Pradesh,Agra,Mainpuri,27.171903125697675,78.51464663381036
283142,14,8,22,Uttar Pradesh,Agra,Mainpuri,26.962136750067696,78.72029970029271
283141,8,7,15,Uttar Pradesh,Agra,Mainpuri,27.015050183631907,78.57037311885554
632519,9,13,22,Tamilnadu,Chennai City,Arakkonam,12.981711005885302,79.23177120729638
560300,12,16,28,Karnataka,Bengaluru HQ,Bengaluru East,13.198625500437949,77.70712473362026
632514,8,5,13,Tamilnadu,Chennai City,Arakkonam,13.118384411797583,79.27141864441464
632513,8,9,17,Tamilnadu,Chennai City,Arakkonam,12.922558230053362,79.38884871372908
488446,13,8,21,Madhya Pradesh,Jabalpur,Satna,24.228899874601808,80.22145280760806
632512,14,9,23,Tamilnadu,Chennai City,Arakkonam,12.80232234408326,79.2888228211053
632511,8,4,12,Tamilnadu,Chennai City,Arakkonam,12.838625247120056,79.49095857081494
487114,8,7,15,Madhya Pradesh,,NARMADAPURAM,23.08872956748371,79.27457957317502
632518,5,13,18,Tamilnadu,Chennai City,Arakkonam,12.71545723476612,79.39008035290705
632517,13,12,25,Tamilnadu,Chennai City,Arakkonam,12.93134829637783,79.23596906923616
632516,15,8,23,Tamilnadu,Chennai City,Arakkonam,13.055274474550526,79.22019173762466
632515,8,8,16,Tamilnadu,Chennai City,Arakkonam,12.99798849500393,79.2657085614829
488448,9,13,22,Madhya Pradesh,Jabalpur,Satna,24.053732669027543,80.29660879237376
487118,5,2,7,Madhya Pradesh,,NARMADAPURAM,22.986573920310512,79.54357434578814
741201,9,6,15,West Bengal,Kolkata,Nadia South,23.182980808554163,88.55411469401743
632521,9,6,15,Tamilnadu,Chennai City,Arakkonam,12.865910950697666,79.31768144355304
632520,10,3,13,Tamilnadu,Chennai City,Arakkonam,13.070550492722491,79.27873423271343
283136,8,11,19,Uttar Pradesh,Agra,Mainpuri,27.225167947257226,78.64856638404244
283135,4,8,12,Uttar Pradesh,Agra,Mainpuri,27.126834717206897,78.61100268730478
283130,9,11,20,Uttar Pradesh,Agra,Mainpuri,27.312778895602673,78.69802448383703
136136,10,9,19,Haryana,,Kurukshetra,30.161156810832797,76.72357978273247
824123,9,7,16,Bihar,,AurangabadBihar,24.60487101075069,84.22047690957064
824124,10,4,14,Bihar,,AurangabadBihar,24.924024972618298,84.37582785371772
824125,9,8,17,Bihar,,AurangabadBihar,24.787651157297937,84.64483156918867
824126,8,9,17,Bihar,,AurangabadBihar,24.912244795785604,84.53696957829531
824127,18,15,33,Bihar,,AurangabadBihar,25.1314865367841,84.49943836640225
488443,7,15,22,Madhya Pradesh,Jabalpur,Satna,24.007458561086896,79.97567949535976
488442,5,7,12,Madhya Pradesh,Jabalpur,Satna,24.213310152808795,79.9467772753543
124146,12,12,24,Haryana,,Rohtak,28.490096352408617,76.48260265152685
824129,10,7,17,Bihar,,AurangabadBihar,24.913388142039654,84.63412102176697
488441,14,7,21,Madhya Pradesh,Jabalpur,Satna,24.40618172715524,79.98118017229274
174405,8,15,23,Himachal Pradesh,,Hamirpur,31.594610885214585,76.46803281254088
487110,13,1,14,Madhya Pradesh,,NARMADAPURAM,22.873467474262554,79.19658978926975
475115,8,11,19,Madhya Pradesh,,Gwalior,25.964492524248868,78.4300669870553
476444,8,5,13,Madhya Pradesh,,Morena,26.391914585336426,78.14607163632493
824120,10,11,21,Bihar,,AurangabadBihar,25.06792983880827,84.5820429407578
824121,7,9,16,Bihar,,AurangabadBihar,24.83664433817184,84.38025918985743
824122,9,6,15,Bihar,,AurangabadBihar,24.834352385406174,84.5139202120477
124142,6,7,13,Haryana,,Rohtak,28.476619694257224,76.33331206285776
124141,5,5,10,Haryana,,Rohtak,28.479132726100033,76.37952737753928
824112,11,13,24,Bihar,,AurangabadBihar,24.854075340288,84.23166300587005
848101,9,4,13,Bihar,Muzaffarpur,Samastipur,25.857621901675476,85.77759020025911
824113,5,6,11,Bihar,,AurangabadBihar,24.987182042248484,84.43036427814042
848102,15,7,22,Bihar,Muzaffarpur,Samastipur,25.90744080168552,85.77420093022396
824114,12,7,19,Bihar,,AurangabadBihar,24.996349346000798,84.57493220851417
824115,7,15,22,Bihar,,AurangabadBihar,24.995038538897646,84.5140284857833
824116,7,7,14,Bihar,,Gaya,24.88883200971013,84.69808563196189
824118,8,10,18,Bihar,,Gaya,24.796197928703,84.7627839425336
523302,11,4,15,Andhra Pradesh,Vijayawada,Prakasam,16.104253293851606,79.96390375971906
523301,6,4,10,Andhra Pradesh,Vijayawada,Prakasam,16.0008747294164,80.09690491609565
136156,16,7,23,Haryana,,Kurukshetra,30.08030796159943,76.979974479694
848103,9,10,19,Bihar,Muzaffarpur,Samastipur,25.82539765583367,85.76594130279383
848104,8,12,20,Bihar,Muzaffarpur,Samastipur,25.879153968055856,85.81456981544083
824111,8,7,15,Bihar,,AurangabadBihar,24.614878382609895,84.30415037543524
621851,8,6,14,Tamilnadu,"Central , Trichirapalli",Tiruchirapalli,10.936223767720682,79.02860128596099
463111,4,5,9,Madhya Pradesh,,Bhopal,23.69955256561096,77.50130478173989
824101,11,8,19,Bihar,,AurangabadBihar,24.756045799355956,84.3910055351834
824102,10,11,21,Bihar,,AurangabadBihar,24.733324661625428,84.32540645340012
848113,5,8,13,Bihar,Muzaffarpur,Samastipur,25.929279508461768,85.73228706101771
824103,17,9,26,Bihar,,AurangabadBihar,24.74016235363473,84.51639211949595
509002,9,9,18,Telangana,Hyderabad,Mahabubnagar,16.743202750737552,77.99347643207321
509001,10,5,15,Telangana,Hyderabad,Mahabubnagar,16.745718825968897,77.99937867723533
848117,10,6,16,Bihar,Muzaffarpur,Samastipur,25.881068404433087,85.963262169423
848114,4,4,8,Bihar,Muzaffarpur,Samastipur,25.679138121335384,85.81198489984679
848115,4,4,8,Bihar,Muzaffarpur,Samastipur,25.92142312551902,85.6835086927609
475110,9,8,17,Madhya Pradesh,,Gwalior,25.92133137151543,78.22356604323899
825418,8,4,12,Jharkhand,,Hazaribagh,24.450554287402575,85.79315540433464
825421,9,13,22,Jharkhand,,Hazaribagh,24.388428533664538,85.5593218343969
848121,10,7,17,Bihar,Muzaffarpur,Samastipur,25.815393737387957,85.69218716089478
848122,4,9,13,Bihar,Muzaffarpur,Samastipur,25.796636267888115,85.65340879656493
124113,9,3,12,Haryana,,Rohtak,28.820655544363515,76.4011314901942
848129,10,11,21,Bihar,Muzaffarpur,Samastipur,25.861389036588573,85.73133500346336
606213,10,5,15,Tamilnadu,"Central , Trichirapalli",Vriddhachalam,11.736192231241228,78.95976245958936
848127,8,6,14,Bihar,Muzaffarpur,Samastipur,25.763010076232653,85.7242580763911
848125,8,5,13,Bihar,Muzaffarpur,Samastipur,26.00837915357347,85.69195383367169
453771,10,8,18,Madhya Pradesh,Indore,Indore Moffusil,22.850573279754204,75.95466278989711
523326,6,5,11,Andhra Pradesh,Vijayawada,Markapur,16.02610358354576,79.48075873074286
523328,12,7,19,Andhra Pradesh,Vijayawada,Markapur,16.206380256627828,79.45837495000104
523327,13,6,19,Andhra Pradesh,Vijayawada,Markapur,16.10773535073166,79.17273084191942
523329,8,8,16,Andhra Pradesh,Vijayawada,Markapur,15.766432818757746,79.1844720774192
523331,6,11,17,Andhra Pradesh,Vijayawada,Markapur,15.93276194927484,79.01979715041792
523330,11,10,21,Andhra Pradesh,Vijayawada,Markapur,15.933637485443219,79.34271762491561
606201,12,5,17,Tamilnadu,"Central , Trichirapalli",Vriddhachalam,11.669644524499649,78.85855254293578
523333,18,9,27,Andhra Pradesh,Vijayawada,Markapur,15.749512308413857,79.00661561786833
522001,13,7,20,Andhra Pradesh,Vijayawada,Guntur,16.301728861578,80.46938967314988
522002,12,8,20,Andhra Pradesh,Vijayawada,Guntur,16.3100646112632,80.44130235330209
523332,7,10,17,Andhra Pradesh,Vijayawada,Markapur,15.651452715526625,79.21502771912684
522003,11,7,18,Andhra Pradesh,Vijayawada,Guntur,16.27854500058313,80.45233856009656
523335,15,3,18,Andhra Pradesh,Vijayawada,Markapur,15.675475977091143,78.8857859268957
522004,9,8,17,Andhra Pradesh,Vijayawada,Guntur,16.290080329260768,80.42248694455992
523334,15,9,24,Andhra Pradesh,Vijayawada,Markapur,15.497778843461603,79.07331529233295
606205,13,12,25,Tamilnadu,"Central , Trichirapalli",Vriddhachalam,11.826893933854132,79.08358785893648
606204,7,8,15,Tamilnadu,"Central , Trichirapalli",Vriddhachalam,11.619581479164848,79.01538367620961
606203,15,9,24,Tamilnadu,"Central , Trichirapalli",Vriddhachalam,11.6679288592557,79.0622658194673
606202,9,12,21,Tamilnadu,"Central , Trichirapalli",Vriddhachalam,11.736773422031323,78.95545757030217
606209,2,7,9,Tamilnadu,"Central , Trichirapalli",Vriddhachalam,11.798734653473765,78.71804795365885
606208,10,7,17,Tamilnadu,"Central , Trichirapalli",Vriddhachalam,11.826385164785705,78.93566735516553
606207,3,5,8,Tamilnadu,"Central , Trichirapalli",Vriddhachalam,11.790173410741152,78.83827466763162
606206,12,6,18,Tamilnadu,"Central , Trichirapalli",Vriddhachalam,11.75676586361606,79.06887981953803
522005,11,9,20,Andhra Pradesh,Vijayawada,Guntur,16.287245106927255,80.36604108573488
522006,11,8,19,Andhra Pradesh,Vijayawada,Guntur,16.32673453727334,80.40588412141136
523336,13,4,17,Andhra Pradesh,Vijayawada,Markapur,15.609788532340112,78.93119514767196
522007,11,8,19,Andhra Pradesh,Vijayawada,Guntur,16.31759841955348,80.42985161258157
463106,12,4,16,Madhya Pradesh,,Bhopal,23.604848568531942,77.40026641490437
522008,17,7,24,Unknown,Unknown,Unknown,,
522009,7,3,10,Andhra Pradesh,Vijayawada,Guntur,16.332076177346735,80.36704500084004
523346,14,10,24,Andhra Pradesh,Vijayawada,Markapur,15.443514617840385,79.2028166234366
522015,2,10,12,Andhra Pradesh,Vijayawada,Guntur,16.124054822683682,80.33537245971475
136119,2,5,7,Haryana,,Kurukshetra,29.975285136903782,76.76252436135113
136118,11,5,16,Haryana,,Kurukshetra,29.96993496183587,76.85042898528383
136117,10,9,19,Haryana,,Kurukshetra,29.688540081299458,76.27958934236966
392310,12,11,23,Gujarat,Vadodara,Vadodara West,21.95539011405086,73.07180985072954
523304,15,7,22,Andhra Pradesh,Vijayawada,Markapur,15.867045246985114,79.57927906723165
148100,12,5,17,Punjab,,Sangrur,30.509493173017262,75.44908919015616
523303,3,10,13,Andhra Pradesh,Vijayawada,Prakasam,16.012536849093713,79.94644079004185
148101,7,5,12,Punjab,,Sangrur,30.38330664482434,75.54329264403664
148102,14,6,20,Punjab,,Sangrur,30.461365715559356,75.31962433870922
148103,6,10,16,Punjab,,Sangrur,30.429435797727685,75.40192766480759
523305,11,15,26,Andhra Pradesh,Vijayawada,Markapur,15.827218620125828,79.45514554643154
621806,14,6,20,Tamilnadu,"Central , Trichirapalli",Tiruchirapalli,11.247084220812233,79.30437557330521
621805,10,11,21,Tamilnadu,"Central , Trichirapalli",Tiruchirapalli,11.325854453542684,79.42494936587985
621802,8,12,20,Tamilnadu,"Central , Trichirapalli",Tiruchirapalli,11.205584833338676,79.36955066529241
621801,6,8,14,Tamilnadu,"Central , Trichirapalli",Tiruchirapalli,11.334874265827603,79.37376762117944
621804,7,6,13,Tamilnadu,"Central , Trichirapalli",Tiruchirapalli,11.15809708101818,79.27492323891458
621803,5,8,13,Tamilnadu,"Central , Trichirapalli",Tiruchirapalli,11.279117104134235,79.38246124952751
824143,8,11,19,Bihar,,AurangabadBihar,25.051112988212775,84.43970406000138
136129,7,7,14,Haryana,,Kurukshetra,30.099715566827467,76.67052879085263
136128,8,9,17,Haryana,,Kurukshetra,30.00743470377117,76.5826635932109
523315,3,9,12,Andhra Pradesh,Vijayawada,Markapur,15.764331148180661,79.34944516411375
523316,9,9,18,Andhra Pradesh,Vijayawada,Markapur,15.7345174189992,79.27307675104201
148108,9,5,14,Punjab,,Sangrur,30.30221892736782,75.3903898242402
148109,6,10,16,Punjab,,Sangrur,30.443902375377505,75.5795954772512
523320,12,6,18,Andhra Pradesh,Vijayawada,Markapur,15.8544757633093,79.25466710585145
148104,11,13,24,Punjab,,Sangrur,30.53454020330458,75.59387897545058
148105,10,6,16,Punjab,,Sangrur,30.249635721970996,75.55852664686515
148106,6,10,16,Punjab,,Sangrur,30.19859991329704,75.67324198250772
148107,9,6,15,Punjab,,Sangrur,30.297295762986085,75.47519053231854
451115,6,12,18,Madhya Pradesh,Indore,Khandwa,22.357080344273577,76.05216589408408
136132,16,8,24,Haryana,,Kurukshetra,30.00992963905322,77.04739248083132
451114,9,6,15,Madhya Pradesh,Indore,Khandwa,22.025081852888214,75.8790899293904
136135,10,12,22,Haryana,,Kurukshetra,30.14107549932375,76.86440448749103
136134,8,11,19,Haryana,,Kurukshetra,30.24361381832109,76.854348483598
451111,6,9,15,Madhya Pradesh,Indore,Khandwa,22.10619062260265,76.06789042132152
451113,10,8,18,Madhya Pradesh,Indore,Khandwa,22.1112025647487,75.92968066506164
136131,6,7,13,Haryana,,Kurukshetra,29.989726053003253,76.91204011722414
136130,20,6,26,Haryana,,Kurukshetra,30.102572590008137,76.75214842126412
209202,12,6,18,Uttar Pradesh,Kanpur,Kanpur Moffusil,26.81283147276496,79.99708279141417
209204,9,7,16,Uttar Pradesh,Kanpur,Kanpur Moffusil,26.607048871753957,80.0088705568547
209203,10,9,19,Uttar Pradesh,Kanpur,Kanpur Moffusil,26.64615561732897,80.19696919183517
209206,9,12,21,Uttar Pradesh,Kanpur,Kanpur Moffusil,26.11370132828867,80.17075555465667
209205,14,9,23,Uttar Pradesh,Kanpur,Kanpur Moffusil,26.65747971400155,80.1342861464339
209208,9,5,14,Uttar Pradesh,Kanpur,Kanpur Moffusil,26.159730325408024,79.9883978237251
679106,8,6,14,Kerala,Kochi,Trichur,10.721905003641213,76.3947018748683
679105,9,10,19,Kerala,Kochi,Trichur,10.753309197946674,76.37704157442897
679104,10,6,16,Kerala,Calicut,Ottapalam,10.774225311738816,76.36252044486855
679103,8,6,14,Kerala,Calicut,Ottapalam,10.765831121316578,76.40754989582695
679102,16,8,24,Kerala,Calicut,Ottapalam,10.798959647513328,76.37406819750474
173030,12,10,22,Himachal Pradesh,,Solan,30.526246952102653,77.23027207926505
173031,17,2,19,Himachal Pradesh,,Solan,30.490629332233166,77.48231182203409
679101,6,12,18,Kerala,Calicut,Ottapalam,10.776496039578525,76.38401016948556
173032,10,8,18,Himachal Pradesh,,Solan,30.745399864463963,77.5235105889816
173033,6,6,12,Himachal Pradesh,,Solan,30.810918820171143,77.20833323813426
209210,14,3,17,Uttar Pradesh,Kanpur,Kanpur Moffusil,26.725192132373174,80.07982943691954
209214,8,9,17,Uttar Pradesh,Kanpur,Kanpur City,26.32179285470334,80.25207244815464
209217,12,12,24,Uttar Pradesh,Kanpur,Kanpur City,26.570406349810465,80.23321687275285
209209,8,6,14,Uttar Pradesh,Kanpur,Kanpur Moffusil,26.192980424967345,80.2929124470289
173027,5,7,12,Himachal Pradesh,,Solan,30.720635182496654,77.67587448435732
173029,17,10,27,Himachal Pradesh,,Solan,30.598675824160964,77.64421350124124
173023,5,10,15,Himachal Pradesh,,Solan,30.691479027661625,77.45303730319067
173024,7,10,17,Himachal Pradesh,,Solan,30.734602781532296,77.17511676784532
173025,8,6,14,Himachal Pradesh,,Solan,30.48846986184766,77.67848695310694
173026,12,9,21,Himachal Pradesh,,Solan,30.60797736915872,77.20148333051716
173021,10,7,17,Himachal Pradesh,,Solan,30.496101952132143,77.53390327300457
173022,14,10,24,Himachal Pradesh,,Solan,30.590091360780686,77.4775167942047
392230,11,12,23,Gujarat,Vadodara,Bharuch,21.97385474848453,73.01527063198671
670741,7,8,15,Kerala,Calicut,Thalassery,11.832799852231721,75.50410918598806
402126,8,11,19,Maharashtra,Navi Mumbai,Raigad,18.473624130387062,73.20407771140327
402125,12,11,23,Maharashtra,Navi Mumbai,Raigad,18.578945362315537,73.10225919830445
402122,8,8,16,Maharashtra,Navi Mumbai,Raigad,18.183582299649203,73.21500700881222
402120,15,6,21,Maharashtra,Navi Mumbai,Raigad,18.31221707181428,73.27676821590964
210209,12,4,16,Uttar Pradesh,Kanpur,Banda,25.2207488841601,81.3571844607626
210208,7,9,16,Uttar Pradesh,Kanpur,Banda,25.037535345651055,81.08679090881942
210207,11,5,16,Uttar Pradesh,Kanpur,Banda,25.400430562144656,81.12973954149398
402117,9,7,16,Maharashtra,Navi Mumbai,Raigad,18.192487916026117,73.254079251809
402116,12,8,20,Maharashtra,Navi Mumbai,Raigad,18.412197530675314,73.15213325080688
210202,18,5,23,Uttar Pradesh,Kanpur,Banda,25.14450540904466,80.7404183000359
210201,14,6,20,Uttar Pradesh,Kanpur,Banda,25.311525225017245,80.57158945519278
210206,19,5,24,Uttar Pradesh,Kanpur,Banda,25.353301029786294,80.95843450041988
210205,10,5,15,Uttar Pradesh,Kanpur,Banda,25.213841502212567,80.99724327841976
210204,4,12,16,Uttar Pradesh,Kanpur,Banda,25.168637888536168,80.84597142507012
210203,7,7,14,Uttar Pradesh,Kanpur,Banda,25.417736022553267,80.64934905711443
392240,10,2,12,Gujarat,Vadodara,Bharuch,21.871776936044757,73.01444061547208
402115,8,7,15,Maharashtra,Navi Mumbai,Raigad,18.04345963985316,73.34878832200887
402114,10,4,14,Maharashtra,Navi Mumbai,Raigad,18.00066772156408,73.09450772826708
402113,7,8,15,Maharashtra,Navi Mumbai,Raigad,18.09967898014338,72.99665707538789
402112,8,7,15,Maharashtra,Navi Mumbai,Raigad,18.343692844712145,73.19074102443267
402111,10,5,15,Maharashtra,Navi Mumbai,Raigad,18.268756845406006,73.1177706228981
402110,10,7,17,Maharashtra,Navi Mumbai,Raigad,18.057222358094908,73.06193143244495
402109,8,7,15,Maharashtra,Navi Mumbai,Raigad,18.417198229324917,73.07275813933609
402108,9,9,18,Maharashtra,Navi Mumbai,Raigad,18.663844310741364,73.00274088966304
