order_value,item_quantity,identical_items,payment_method,failed_payment_attempts,order_hour,checkout_time_sec,address_mismatch,order_velocity,customer_tenure_days,order_risk_label
19414.02,4,0,1,0,7,451,1,3,1046,0
6086.52,5,1,0,0,11,23,0,5,900,1
28239.61,10,9,0,1,17,60,0,4,207,0
1037.87,1,1,1,0,20,218,1,2,580,0
34682.70,10,0,1,3,17,469,0,7,26,1
10302.41,8,3,1,3,1,241,0,3,1067,1
19562.19,6,2,0,4,2,249,1,8,820,0
22048.80,9,9,1,2,23,209,0,8,1183,0
4785.60,5,5,0,0,7,213,1,7,256,0
27678.95,9,9,0,2,12,376,0,6,72,1
36897.12,6,6,0,3,23,400,1,5,455,1
25481.91,8,8,1,0,10,111,0,8,1371,1
2087.83,5,2,0,3,23,139,1,1,1296,0
40037.83,5,4,1,3,8,485,0,1,382,1
34396.03,10,10,0,2,19,30,0,2,1200,0
20281.30,5,1,1,3,19,585,0,8,504,0
10803.33,6,0,1,1,0,556,0,1,23,1
35119.82,6,0,0,3,20,547,0,4,682,0
5354.93,7,5,1,2,15,412,1,7,1469,1
3782.36,8,4,0,2,5,205,1,1,1182,0
10662.57,10,4,0,3,22,21,1,8,85,1
29577.18,4,1,0,3,1,537,1,8,875,1
9737.86,9,0,0,2,0,591,0,1,1439,0
13661.99,4,1,0,1,8,15,1,2,619,0
8859.91,6,2,1,1,8,363,0,5,513,0
32310.45,7,6,1,0,13,492,1,1,508,1
15517.93,5,5,0,1,14,147,0,3,1119,0
26456.19,6,4,0,0,20,448,1,5,228,1
372.44,4,2,1,2,10,80,0,7,1068,0
4125.51,1,1,0,1,4,433,1,1,148,0
34341.55,3,0,1,2,14,51,1,1,136,0
3931.77,9,5,0,1,19,36,0,4,866,0
10669.16,6,1,1,0,12,182,1,6,887,0
38594.63,5,0,0,3,17,140,1,7,782,1
3284.31,8,8,1,2,7,439,1,5,496,1
13514.26,1,1,0,4,12,591,0,1,189,0
8495.10,2,1,1,1,6,502,0,5,539,0
32676.00,7,1,1,0,9,599,0,1,1061,0
4374.17,10,2,0,3,0,517,0,2,41,0
904.33,3,0,1,1,19,245,0,5,909,0
21895.52,6,6,0,1,12,113,0,5,1285,1
18007.36,7,6,1,2,15,429,1,5,1366,1
2162.99,3,2,1,4,2,556,0,8,155,0
14526.51,3,2,1,4,6,358,0,4,1017,0
14150.72,9,8,0,4,10,589,1,4,1122,0
28432.22,6,3,1,1,6,210,0,2,834,1
36511.49,8,4,1,2,2,187,1,2,1485,1
12078.51,8,8,0,3,6,585,1,7,519,0
21976.08,6,1,1,1,16,342,0,5,797,1
24560.22,1,0,1,0,18,470,0,7,955,0
19801.86,4,4,1,3,19,492,0,1,285,0
15442.80,5,1,1,1,6,111,1,4,250,0
39903.06,3,1,1,4,21,136,0,3,896,0
2401.23,5,3,0,3,0,25,1,4,506,1
34730.83,2,2,1,3,5,218,1,1,368,0
25359.97,7,6,0,3,6,135,1,7,419,1
32530.28,2,0,0,1,13,448,1,7,828,1
35725.85,1,1,1,3,6,535,0,6,231,0
37285.76,8,6,1,1,20,60,0,2,215,0
2315.21,8,8,0,0,5,160,1,5,90,0
24330.98,8,1,1,2,20,190,0,5,207,0
37975.73,5,4,1,2,18,103,1,7,1260,1
3360.28,10,0,1,3,1,368,0,4,1225,0
39827.05,8,6,1,2,0,495,1,8,1462,1
33778.65,4,1,1,4,12,357,1,7,203,1
36067.36,2,0,1,2,5,111,0,1,720,0
7742.83,4,0,1,4,21,60,0,8,739,0
2191.16,1,1,1,0,18,108,0,5,971,0
12315.17,3,3,0,4,16,519,1,1,1275,0
29983.82,2,0,1,2,5,36,0,7,600,0
24364.63,10,7,1,0,0,195,0,8,909,1
17255.67,8,4,0,3,20,231,1,2,553,0
20296.23,4,1,0,3,13,452,1,1,1211,0
33132.24,4,3,0,4,10,63,1,7,304,1
39430.18,4,3,1,2,12,397,0,6,1259,0
38723.29,4,0,1,2,15,168,0,3,440,0
22876.57,7,6,0,0,11,192,0,4,125,0
12476.37,5,4,0,2,18,366,1,4,671,0
26722.72,10,4,0,0,4,256,1,7,639,1
22511.27,1,1,1,4,16,263,0,2,920,1
35830.09,7,0,0,4,1,594,1,5,1200,1
15176.17,9,1,0,3,4,449,0,8,258,0
11684.54,3,1,0,0,12,464,1,3,1157,0
18504.25,9,0,1,3,4,168,1,1,443,1
31965.95,7,6,0,1,0,24,1,3,195,1
31892.13,1,0,0,4,3,328,0,5,1292,1
21544.00,7,4,1,3,15,269,0,2,433,1
13435.15,7,0,1,4,17,598,0,4,60,0
33430.68,1,1,1,1,4,330,1,5,1090,1
21124.47,6,2,0,2,5,506,0,6,1215,1
18199.38,6,5,1,0,12,428,1,1,210,1
6708.77,3,1,1,0,14,44,0,3,496,0
15685.53,1,1,1,3,15,103,1,7,410,1
5578.83,8,7,1,2,21,113,0,1,1030,0
30251.45,9,9,0,2,7,149,0,6,82,0
5319.67,4,2,1,0,23,53,1,1,1497,0
9886.01,6,5,1,1,5,408,0,1,550,0
27250.57,4,1,1,4,13,224,1,7,1159,1
28134.60,3,0,1,4,15,280,1,8,342,1
30527.89,10,0,1,4,15,362,0,5,979,1
33209.06,6,6,0,3,21,344,0,1,1378,0
23067.10,10,0,0,0,8,369,0,1,913,0
7207.18,10,5,0,3,2,133,1,6,47,1
2107.36,5,2,1,2,15,519,0,1,46,0
24930.14,4,0,1,3,23,415,1,8,1221,1
11327.06,10,7,0,4,14,86,0,5,1413,1
22430.04,4,0,0,4,14,155,0,2,284,0
24911.04,4,0,0,2,6,257,0,5,547,0
2555.09,2,0,1,0,8,226,1,1,1272,0
33959.98,4,1,0,0,17,279,1,8,1256,0
28673.31,4,3,0,0,16,506,1,7,387,0
2082.02,1,1,1,2,7,224,0,1,454,0
7974.54,5,3,1,1,6,453,1,2,511,1
38594.63,1,1,0,0,13,608,1,8,527,0
9645.47,7,1,0,0,11,404,0,8,79,0
14469.38,7,6,1,4,5,103,1,8,1312,1
2987.62,1,0,0,0,23,210,0,6,438,0
21578.13,6,4,0,2,15,211,1,7,521,1
27627.25,5,3,0,2,11,32,0,2,1045,0
30845.68,1,1,1,2,6,602,0,3,1231,0
34132.46,5,1,0,2,6,208,0,3,1499,0
28572.98,5,4,0,2,21,102,0,4,1120,0
9624.85,5,3,1,4,10,315,0,1,821,0
26907.12,9,9,1,3,22,594,0,8,1025,1
37993.55,7,4,0,0,10,302,0,4,459,0
40082.61,9,7,1,3,13,26,0,3,765,1
6445.29,8,0,0,1,0,542,0,5,752,1
7087.98,8,2,1,1,6,366,1,8,1342,1
21178.31,3,1,0,4,19,397,0,6,1149,0
37158.76,2,0,1,4,2,234,0,5,687,0
29615.10,10,0,1,3,15,472,0,4,396,0
22613.18,10,1,1,0,3,37,0,2,115,0
22697.42,6,6,1,1,1,279,1,2,469,1
1118.78,6,1,1,2,10,130,1,8,254,0
35622.85,1,0,0,3,22,490,1,4,753,0
22994.29,2,1,1,3,7,395,0,4,523,0
17179.01,4,2,1,3,2,243,1,4,588,0
5862.66,6,1,1,1,21,111,0,7,956,0
34186.28,10,0,1,1,11,460,0,8,738,1
37015.08,6,6,1,1,12,178,1,5,717,1
14720.11,8,8,0,1,23,421,0,4,1122,0
31186.75,6,3,1,1,10,100,0,3,1024,0
6414.72,9,0,1,0,5,216,0,1,92,0
17008.93,10,7,1,4,17,192,1,5,141,1
28650.56,1,1,1,1,20,485,1,6,989,1
29709.70,3,0,0,2,11,83,0,5,1456,0
28289.20,9,9,0,2,14,342,0,8,806,1
25873.53,8,7,0,3,17,210,0,6,884,1
23966.98,10,10,1,2,2,427,1,1,26,1
32959.14,7,0,1,3,18,510,0,6,1498,1
28326.80,8,3,1,3,4,366,0,2,724,1
38851.66,7,1,1,3,14,598,0,5,1242,1
27855.71,9,7,1,4,17,164,0,6,162,1
19560.18,3,2,0,4,13,320,0,1,222,0
10914.14,10,7,0,4,3,217,0,4,1266,1
22699.70,4,2,0,3,7,262,1,7,417,1
27843.06,8,7,1,2,3,541,1,2,582,1
17265.66,2,1,1,3,11,46,0,3,1110,0
14493.90,7,3,0,2,23,248,0,5,1238,1
40251.84,7,5,1,0,11,229,1,7,183,1
32666.34,3,3,0,1,13,63,1,7,747,1
34244.21,5,4,0,3,17,544,0,2,465,1
21729.83,7,7,1,2,1,84,0,8,876,1
2261.66,2,1,1,4,14,178,0,1,1182,0
25996.80,2,0,0,2,10,241,1,4,271,0
8779.45,3,0,0,1,0,84,0,6,72,0
23631.07,1,0,1,1,1,523,1,5,275,1
21217.15,3,2,0,1,18,330,1,2,988,0
727.20,3,2,0,2,20,516,1,7,368,0
12994.06,5,0,0,4,16,53,1,8,1106,1
36320.38,10,5,1,4,4,424,1,1,1108,1
37203.11,8,5,0,1,4,92,1,5,701,1
16770.28,6,2,0,4,21,322,0,3,53,0
2277.25,6,5,0,2,12,65,0,7,1408,0
28346.29,7,3,0,3,5,511,1,1,150,1
32883.95,7,5,1,3,0,519,1,3,671,1
28281.27,7,2,1,2,20,403,1,4,1034,0
4919.93,6,6,1,4,3,40,1,4,1245,1
14025.77,10,5,0,3,8,155,0,6,348,1
1740.26,8,0,1,4,12,238,1,1,588,1
8121.78,1,1,0,1,11,205,1,2,346,0
12805.16,5,1,1,2,15,192,0,5,291,0
8676.79,8,6,1,0,2,101,1,3,339,1
9393.05,3,0,1,4,3,104,1,1,543,1
30774.47,4,3,1,2,7,166,0,1,608,0
12956.32,2,1,0,4,16,533,1,8,153,0
6955.05,10,3,1,4,23,376,1,3,679,1
8193.28,9,8,0,3,13,363,0,8,117,1
20111.46,7,6,1,3,6,189,1,3,1180,1
20866.92,8,4,0,3,5,539,0,6,1165,1
36818.63,4,0,1,0,21,539,1,6,1055,1
16365.28,6,2,1,1,15,30,1,2,1436,0
2373.84,8,0,0,0,11,298,1,4,255,0
24985.70,9,1,0,0,19,475,1,7,813,0
3141.99,5,2,0,1,0,529,0,7,271,1
11131.08,3,3,1,3,15,161,1,1,1013,0
5363.39,3,0,0,3,0,336,0,5,261,0
3964.61,5,1,1,4,0,578,1,4,197,1
16230.79,5,1,0,1,22,388,1,7,563,0
23048.13,9,2,0,1,12,274,1,6,425,0
38806.93,8,2,1,2,18,557,0,7,111,0
7440.60,2,1,1,3,8,279,1,3,490,0
34313.27,1,1,1,3,11,592,1,7,1406,1
8767.80,10,3,1,0,23,143,1,6,259,1
25982.97,2,2,1,0,6,86,1,8,1286,0
2409.94,7,2,0,2,14,174,1,5,1084,0
4723.59,8,5,1,4,11,533,0,3,270,0
14753.13,4,2,0,3,7,380,0,6,1052,0
30916.62,10,1,0,0,16,489,1,8,169,0
19668.93,2,2,0,1,9,77,1,1,974,0
38284.21,2,2,1,4,2,318,1,6,139,1
5875.11,7,6,0,4,1,39,0,6,1425,1
27116.76,6,5,1,3,4,520,1,2,1067,1
22634.29,2,2,0,0,6,208,1,8,727,1
13117.14,7,2,0,2,13,483,0,7,618,0
11253.97,3,2,1,0,10,536,1,1,945,0
16393.22,3,0,1,0,18,219,0,1,621,0
4415.63,4,0,1,3,7,367,1,1,182,0
14733.50,8,7,1,1,4,449,1,7,1361,1
14794.04,7,1,1,2,18,487,1,1,1193,0
29314.45,3,1,1,3,9,15,1,8,301,1
983.24,6,5,1,0,13,530,1,7,625,1
30427.86,4,4,1,2,13,174,1,3,619,0
32509.78,10,3,1,2,9,413,1,7,212,1
19988.72,6,3,0,3,8,292,0,7,443,1
13833.43,3,0,0,4,12,230,1,1,795,0
26128.54,8,7,0,2,0,105,0,6,1121,1
2741.94,9,9,1,4,11,219,1,2,432,1
13877.81,2,0,1,4,23,439,1,8,464,0
12841.35,5,2,0,3,0,536,1,4,924,1
2925.12,8,1,0,3,9,10,1,6,1287,0
14230.28,9,6,1,3,2,352,0,4,794,1
9781.83,1,0,0,3,6,87,0,3,1074,0
1985.20,1,0,0,1,15,127,1,7,1413,0
8656.45,1,0,0,1,17,281,1,2,1068,0
18028.98,5,3,0,1,1,343,1,1,1370,1
468.66,1,1,0,0,6,280,1,5,88,0
14981.30,7,0,1,2,11,303,0,5,283,0
3511.69,9,6,1,3,12,218,1,4,957,1
17307.63,9,7,0,4,0,503,0,8,1046,0
12214.43,1,1,1,2,16,427,1,1,334,1
5132.01,4,4,0,1,22,575,1,1,697,0
33973.30,9,3,0,4,7,81,1,2,640,1
22586.63,3,0,0,3,18,14,1,6,1231,1
3432.83,8,1,0,0,10,391,1,5,561,0
35694.15,9,3,0,1,10,567,0,7,1074,1
23174.18,6,0,0,3,15,263,0,4,926,1
27481.47,4,3,1,4,8,475,0,6,534,1
24407.88,8,2,1,0,1,240,0,4,110,1
10968.16,7,5,0,2,9,557,0,2,1280,0
38912.96,3,1,1,0,10,232,0,7,1443,0
36347.80,8,7,1,4,2,94,0,2,490,1
9446.59,3,1,1,2,0,518,1,6,286,1
30997.13,1,0,1,0,13,533,1,4,404,0
4399.98,3,1,0,3,14,141,0,8,773,0
31812.97,5,2,1,2,5,300,1,2,173,0
32562.78,10,7,0,3,7,363,0,6,544,1
27034.09,3,3,0,0,3,554,0,7,1203,0
35511.05,3,3,1,3,13,197,1,5,260,1
15665.14,7,1,0,3,16,458,0,5,1305,0
26072.63,5,1,1,0,18,408,0,4,1279,0
16252.60,9,3,1,0,13,219,0,2,1114,0
19763.42,9,7,0,4,16,311,1,8,426,1
32874.52,3,2,1,4,13,534,1,8,993,1
17265.77,4,1,0,1,11,460,1,4,496,0
26640.78,8,2,0,4,10,465,1,8,1391,1
28279.12,5,4,0,0,0,272,1,2,1318,1
11397.36,4,4,0,1,23,391,1,8,693,1
19042.26,4,2,0,4,14,267,1,7,1276,0
3217.33,10,2,0,1,8,297,0,1,327,0
8844.91,9,3,0,3,14,597,1,2,1215,1
19003.01,7,3,0,3,14,334,0,8,319,1
9443.64,3,2,1,3,17,250,1,6,111,0
33222.77,5,4,0,4,11,290,0,6,1067,1
11081.83,6,4,1,3,7,504,1,3,452,1
6591.35,5,2,0,1,5,568,0,2,1411,0
13230.40,6,0,1,4,1,403,1,2,1251,0
22305.50,9,9,0,1,11,10,1,1,724,1
20973.85,10,1,0,4,10,143,1,5,644,1
11331.55,10,10,1,1,7,41,1,1,611,1
26502.35,1,1,1,2,1,96,1,4,52,1
8629.29,1,1,0,2,20,473,0,1,526,0
12421.65,9,0,1,4,2,458,0,6,1054,0
36985.16,5,4,0,4,12,490,1,3,1419,1
31378.95,6,5,0,1,22,591,1,6,785,1
7797.24,4,4,1,4,1,385,0,8,1171,0
25297.12,2,2,0,0,5,113,1,1,575,0
23960.37,3,2,0,3,0,251,0,3,1315,0
4056.81,10,0,1,3,3,297,0,7,9,1
36078.06,5,1,1,1,13,249,0,8,737,0
19609.67,8,2,0,4,15,127,0,1,9,1
12537.30,6,6,1,2,23,607,1,4,375,0
27337.57,4,3,0,4,15,146,1,4,222,0
9949.63,10,8,1,2,9,586,1,5,1276,1
5266.27,7,0,0,0,22,418,1,3,282,0
23383.34,3,2,1,2,10,38,0,1,603,0
16189.92,5,0,0,1,19,343,0,5,841,0
8993.01,10,2,1,0,16,296,1,5,798,0
2307.78,5,1,1,1,13,133,1,7,183,0
6726.77,9,0,0,4,3,596,0,1,77,0
15699.36,10,1,0,2,12,310,1,8,1066,0
8747.39,5,1,0,4,4,586,0,7,1229,1
39832.67,2,0,0,3,2,251,0,3,1204,0
7715.81,1,1,1,2,3,181,1,2,351,0
14138.96,3,3,1,4,19,283,0,6,732,0
12800.07,8,1,1,3,19,467,0,5,1201,0
24688.48,9,9,1,0,10,447,1,1,1023,1
29280.22,2,1,1,4,11,134,1,6,263,1
35726.92,7,7,1,2,16,598,0,5,1056,1
10992.66,1,1,1,4,1,388,0,5,1397,0
8748.41,1,0,1,2,19,506,0,7,1477,0
8514.62,6,5,1,2,8,114,0,6,1276,1
14597.80,4,3,1,4,10,398,1,5,1036,1
2275.76,7,5,1,4,12,153,1,3,877,1
4045.49,8,3,0,4,23,576,1,1,1258,1
30659.54,3,1,0,0,16,432,1,2,1181,0
2056.17,5,3,0,2,10,224,0,6,133,0
18192.52,3,3,0,4,22,369,0,1,743,0
32867.22,7,4,0,4,11,237,1,1,1238,1
3999.05,5,1,0,2,16,173,0,5,115,0
3677.80,8,8,1,3,6,573,0,5,581,1
27886.37,2,1,1,1,13,282,1,5,696,0
26910.72,2,2,0,3,3,344,1,2,1241,0
37893.27,8,6,0,0,18,162,0,8,1190,0
2739.25,9,3,1,0,12,172,1,6,335,1
33193.65,9,0,1,1,8,310,1,4,468,0
37021.74,9,8,1,1,10,327,0,8,1456,1
17635.47,4,2,0,1,18,142,1,8,1393,0
37709.51,4,2,1,4,19,361,0,1,1422,0
1750.88,7,1,1,0,20,578,1,5,1257,0
22412.23,10,6,0,0,13,562,0,7,1433,1
22888.95,6,4,0,0,22,385,1,3,146,1
3876.36,7,3,0,1,23,129,0,4,801,0
25865.13,5,4,0,4,2,296,0,3,930,0
30654.12,10,10,1,0,18,160,1,3,1216,1
34980.68,9,2,1,2,6,577,0,7,885,0
9010.81,9,9,1,3,20,461,1,1,354,1
9499.59,9,3,0,2,8,561,1,7,964,0
8417.19,5,5,0,3,8,468,1,3,151,0
37067.33,8,8,0,4,6,97,1,6,1062,1
3070.17,2,1,1,2,6,94,0,3,1331,0
5625.55,10,2,0,0,22,498,0,6,5,0
21895.08,10,7,1,0,18,204,0,8,114,1
7566.02,7,6,1,4,13,29,1,1,192,1
23736.62,9,1,1,2,3,113,1,4,426,0
516.72,5,4,0,3,8,201,1,2,1214,1
1810.08,3,3,1,3,19,103,0,8,488,0
29791.77,9,6,1,2,1,249,1,1,1158,1
33931.63,5,4,0,4,14,117,0,4,712,1
29657.16,2,1,1,1,4,82,1,7,651,1
11086.08,4,4,0,2,12,235,1,8,162,0
31954.28,2,2,1,0,9,369,0,8,766,0
10914.51,1,0,1,0,22,542,1,5,493,0
28076.24,4,1,1,1,12,341,1,7,1469,0
8524.70,7,2,1,3,19,527,0,4,398,0
37896.77,1,0,1,2,23,145,0,1,360,0
27236.83,3,0,1,4,23,86,0,3,809,0
16568.33,1,0,1,3,4,580,0,4,1020,0
5430.72,10,2,0,4,0,271,1,8,845,1
6570.53,6,5,0,0,8,299,1,1,1093,0
618.03,5,4,0,4,21,164,0,4,442,0
11456.25,2,1,1,1,20,532,1,4,1039,0
7420.22,5,3,0,0,22,476,1,3,646,0
4558.42,10,5,0,2,3,264,0,4,1252,1
36482.73,4,2,1,4,20,462,0,5,1071,1
2013.05,7,1,0,2,23,147,1,7,352,0
34290.40,6,0,0,2,1,412,0,6,607,0
2967.72,3,2,0,0,5,327,0,7,1364,0
34044.89,5,0,0,2,0,157,0,8,1320,1
33735.39,9,0,1,1,13,50,1,8,1187,0
30057.71,7,6,0,3,21,521,0,7,409,1
23306.99,2,1,0,2,20,233,0,1,1187,0
27663.16,10,5,1,0,12,59,0,7,409,1
13265.08,3,3,0,2,22,234,0,6,811,0
30762.14,7,4,0,0,19,238,1,8,76,1
23141.12,10,8,1,1,2,261,0,8,607,1
8017.74,10,9,0,1,3,588,1,6,1235,0
1149.61,4,0,0,3,12,479,0,8,285,0
30096.02,8,2,1,3,9,465,0,3,600,0
35716.49,1,1,0,3,12,339,1,5,147,1
39476.84,10,2,0,4,7,96,1,4,700,1
18773.47,2,1,1,4,20,411,0,2,173,0
25332.27,5,5,1,4,1,569,0,8,985,1
30194.48,2,0,0,4,21,583,1,7,250,1
13431.66,4,1,0,4,10,582,1,6,1139,0
12275.57,9,9,1,0,5,91,1,5,1361,1
10407.16,9,3,1,0,8,278,0,1,808,0
28058.14,8,2,1,3,20,438,0,8,1473,1
26919.08,5,4,1,2,14,572,1,7,120,1
4711.01,5,4,1,4,22,402,0,5,1164,1
9852.43,3,0,0,1,14,573,0,8,471,0
32682.18,1,1,0,1,15,422,0,7,89,0
32088.01,2,0,1,0,13,80,0,7,1004,1
19170.25,8,4,1,4,4,332,0,2,688,1
31516.67,8,1,0,2,12,509,0,4,354,0
31287.00,4,4,1,4,0,455,0,1,1291,1
15799.48,8,4,1,0,14,340,0,2,520,0
18995.93,5,3,1,3,15,138,0,8,117,1
8810.69,9,4,1,2,20,473,0,6,149,0
27490.52,9,0,1,1,0,514,1,1,362,1
29401.94,4,1,0,0,16,348,1,6,1239,1
30625.85,6,4,0,2,10,144,1,3,1307,1
38703.81,10,6,1,4,22,487,1,3,1354,1
35912.37,1,0,1,0,2,298,0,6,1210,0
37882.74,9,1,1,0,9,261,0,2,1308,1
22163.26,1,0,1,4,19,581,0,2,1,0
20284.86,7,7,0,4,18,228,1,3,452,1
23321.40,7,1,0,1,2,562,1,6,1456,1
7501.36,1,1,1,1,10,286,1,8,594,0
9696.54,9,4,0,1,10,414,1,3,1304,1
20375.94,8,8,1,4,22,471,1,3,1408,1
37078.54,2,2,0,2,7,333,0,2,1095,0
38805.32,8,4,1,2,4,280,1,3,93,1
7058.27,9,2,1,3,0,166,0,1,499,0
38158.42,1,0,1,1,3,50,1,7,307,0
23380.94,1,1,1,3,2,154,0,1,869,1
1098.84,1,1,0,0,0,263,1,3,1149,0
29928.40,10,7,1,4,7,69,0,8,595,1
16032.09,7,1,0,4,15,37,0,6,1069,1
11263.54,6,3,1,1,18,501,0,2,1227,0
31428.61,5,2,0,2,16,402,0,8,900,0
7320.80,2,1,1,3,17,598,0,6,1325,0
12102.28,8,8,0,0,10,570,1,1,1065,0
14066.39,4,3,0,3,23,539,1,8,415,0
19101.36,8,4,1,2,5,276,1,8,143,1
10098.49,1,0,1,2,17,455,0,3,402,0
33894.14,2,0,0,3,22,21,1,2,1481,1
20546.18,5,3,0,1,20,105,0,4,816,0
19553.20,9,8,0,4,9,607,0,2,1481,1
30758.00,7,0,0,2,10,391,0,3,1420,0
32265.79,4,0,0,2,15,206,0,3,561,0
1172.79,5,2,0,1,14,374,1,1,559,0
19144.31,10,1,0,0,5,517,1,3,1233,0
13258.48,3,1,0,0,8,80,1,1,318,0
15935.58,1,1,0,3,11,452,1,2,660,0
24350.38,1,0,0,4,23,273,1,7,825,0
36942.58,1,1,1,0,3,436,1,7,899,1
13876.33,6,2,0,4,1,424,1,7,640,1
7755.61,9,3,1,1,3,545,1,3,100,0
18095.35,9,8,1,1,1,403,0,3,1451,0
9244.98,5,2,0,4,12,24,1,3,607,0
17789.47,5,3,0,4,20,523,1,8,809,1
36295.25,10,2,0,4,19,514,1,5,983,1
20855.84,10,3,0,0,2,364,0,1,842,1
1185.80,4,2,0,0,23,583,0,6,1183,0
23020.94,10,1,1,0,12,187,0,6,925,1
31846.66,10,10,0,1,11,301,1,2,1230,1
31185.86,9,6,1,0,20,77,1,8,395,1
14988.81,10,0,0,1,23,46,0,7,1020,0
20151.22,9,9,1,2,12,557,1,4,563,1
33027.34,9,8,1,0,15,396,1,8,900,1
36147.57,5,3,0,0,22,311,0,7,832,1
21156.35,10,10,0,1,6,11,1,2,1077,1
20678.03,4,3,0,3,11,247,0,1,754,0
14747.84,5,5,1,1,15,197,1,8,1013,1
13688.84,4,0,1,1,20,546,0,5,945,0
6031.03,4,0,0,3,8,576,0,1,903,0
29075.93,3,1,0,0,20,253,0,6,942,0
29241.67,1,1,1,2,1,199,0,7,1398,0
26530.27,5,2,1,4,23,472,0,3,1331,1
34119.54,7,3,0,0,13,472,0,5,1187,1
16839.11,1,0,0,0,11,459,0,4,213,0
26389.88,5,0,1,4,2,362,0,6,1353,1
21115.81,5,3,1,3,17,584,1,3,263,1
29569.18,3,3,1,4,7,177,0,4,1323,0
31585.98,5,3,0,0,22,341,1,1,903,1
877.55,5,0,1,1,12,435,0,4,1146,0
27004.65,1,1,0,0,9,55,1,1,1243,0
34212.76,8,6,0,0,18,157,0,7,787,1
6798.02,1,1,0,0,15,587,1,8,678,0
23083.68,2,0,0,3,1,49,1,4,744,0
1142.29,7,3,1,1,22,147,0,2,495,0
15618.06,7,2,0,1,18,268,1,1,207,0
5055.03,1,1,0,4,21,484,0,5,451,0
3979.08,6,2,0,3,16,132,1,3,1487,0
13568.37,10,3,0,1,23,42,0,3,1210,0
11456.35,1,0,0,2,14,293,0,2,1050,0
1032.70,7,4,1,4,4,19,1,6,560,1
32528.53,1,0,0,2,21,301,0,8,1065,0
18151.35,9,6,0,4,6,113,0,6,215,1
736.70,4,2,1,3,1,330,0,5,119,1
20191.16,6,4,1,0,18,447,0,7,507,1
14344.47,9,9,1,2,1,83,1,7,957,1
20539.86,3,0,1,1,0,515,0,7,367,0
9299.66,6,1,0,2,11,437,1,4,1120,0
14185.63,3,1,0,4,4,239,1,4,21,1
13099.29,5,2,0,0,14,212,0,7,53,1
19097.98,3,1,0,1,23,519,1,5,410,0
20007.92,5,5,1,4,16,487,0,4,706,1
30424.09,1,0,0,0,10,128,1,8,1105,1
18091.60,6,1,0,3,22,82,0,3,795,0
33806.03,4,4,0,0,22,21,1,6,253,1
1031.49,4,4,0,4,21,458,0,8,96,0
15540.93,2,0,1,4,0,156,0,5,1018,0
10446.41,5,3,1,4,15,149,0,4,1441,0
21295.14,8,2,0,0,16,502,1,7,1433,0
5955.20,4,4,0,2,21,273,0,7,1370,0
7355.57,1,0,1,3,2,130,0,4,1215,0
24548.13,10,8,0,2,3,58,0,6,1415,1
13663.45,8,4,0,0,5,92,0,6,810,0
23403.50,1,1,1,3,13,469,0,5,112,1
8415.10,5,4,1,2,3,401,0,4,1385,0
5999.97,3,1,0,3,1,23,0,1,630,0
34049.05,3,1,1,1,7,520,1,4,1315,0
15496.50,10,1,1,4,18,265,1,7,321,1
1249.59,1,0,1,4,18,448,1,1,840,0
7228.18,6,5,0,2,2,573,0,6,1335,1
10274.58,3,3,1,1,2,74,1,8,943,1
19142.07,2,2,1,2,5,391,1,3,1231,0
7185.89,6,6,1,4,2,603,1,8,1063,1
11416.23,5,3,1,3,4,417,0,8,648,1
36947.22,7,4,1,2,11,128,0,2,530,0
32572.53,7,3,0,2,1,176,0,2,335,1
30700.30,8,8,0,4,21,567,0,7,1126,1
14239.71,5,0,0,3,2,34,1,6,117,1
28160.77,6,6,1,1,22,333,0,6,578,1
34889.73,1,0,0,1,11,564,1,2,1306,0
29915.73,7,5,0,0,22,594,1,5,1445,1
3354.37,9,9,1,1,0,594,0,7,849,0
6536.83,10,9,1,2,21,309,1,6,1283,0
15482.79,9,7,1,3,17,514,1,6,840,1
9003.25,8,0,1,4,8,496,1,2,988,0
19361.91,7,7,1,3,2,360,0,8,1155,1
34576.26,6,6,0,4,16,268,1,7,898,1
22023.68,6,4,1,3,12,294,0,5,140,1
3987.52,9,5,0,0,14,311,1,5,672,1
37025.03,2,2,0,4,1,48,0,7,517,0
27251.92,3,3,0,3,12,137,1,3,105,1
31790.68,2,0,1,4,20,546,1,4,1163,0
5004.75,1,0,1,1,23,264,1,8,791,0
39791.71,10,8,1,2,5,553,1,2,1488,1
32940.58,8,3,1,4,23,440,1,4,213,1
4857.26,2,1,1,3,19,181,0,7,140,0
36496.82,8,0,1,2,7,320,1,8,1276,1
856.15,6,5,0,0,1,360,1,1,1427,0
31238.09,3,2,1,0,20,71,0,6,82,0
1079.59,1,0,0,0,6,315,1,1,574,0
28856.52,4,3,0,3,13,298,0,6,1307,0
22312.39,7,1,1,0,12,417,1,4,472,1
14982.62,8,1,1,0,19,66,0,8,548,0
34814.47,7,3,1,1,0,73,1,4,718,1
7592.91,6,2,0,1,3,129,0,8,710,0
31779.29,10,0,1,3,21,331,0,7,138,1
11829.30,4,0,0,1,11,145,1,4,1272,0
14240.30,6,3,1,3,12,353,1,7,500,1
6023.30,6,1,1,0,19,381,0,8,234,0
13455.28,8,3,0,2,19,475,1,7,1323,1
20742.33,5,2,0,0,8,459,0,3,55,1
9692.83,9,8,0,3,8,22,0,6,1280,1
