device_age_days,device_type,accounts_per_device,emulator_detected,rooted_or_jailbroken,vpn_used,ip_changes_24h,geo_distance_km,login_frequency,failed_login_attempts,device_risk_label
186,1,5,1,0,0,9,1569,21,7,1
1263,1,5,0,0,1,9,2317,27,7,1
73,1,2,0,0,0,4,34,19,6,0
1384,1,2,0,0,0,9,1273,41,3,1
174,1,3,1,0,0,7,2039,7,3,1
700,1,4,0,1,1,5,2031,34,7,1
418,0,1,0,0,1,8,1523,36,7,1
1051,1,1,0,0,0,9,551,20,2,0
396,2,3,0,0,0,2,1746,35,5,0
1163,1,0,0,0,0,7,245,31,7,0
803,2,1,0,0,0,1,285,12,4,0
1216,2,3,0,0,0,2,1523,17,4,0
354,1,4,0,0,0,8,1318,43,7,1
512,2,0,0,0,0,3,2519,1,7,0
1124,2,2,1,0,0,0,2056,46,0,1
777,0,2,0,0,0,4,2590,49,6,0
579,0,0,0,0,0,4,2980,35,7,0
1193,2,5,0,0,0,8,1858,41,6,1
244,1,3,0,0,0,7,356,6,1,0
508,1,2,0,1,1,1,1897,33,5,1
989,2,5,0,0,0,9,2632,34,5,1
1411,2,3,0,0,1,1,2174,42,2,1
730,0,5,0,0,0,1,1832,4,1,0
1011,2,1,0,0,0,4,206,23,1,0
150,0,4,0,0,0,3,2730,30,4,0
591,1,4,0,0,0,3,530,11,2,0
257,1,5,0,0,0,1,2896,45,3,0
693,1,5,0,0,0,7,1119,1,6,1
1145,1,2,0,0,0,5,594,34,6,0
1167,1,3,0,0,1,1,1641,36,1,1
290,2,4,0,0,0,5,864,42,3,0
1419,0,3,0,0,0,4,2677,26,4,1
12,0,0,1,0,1,4,1523,38,4,1
260,2,2,0,0,1,6,2031,21,0,0
934,2,3,0,0,0,7,1765,20,5,1
355,0,4,0,0,0,1,1356,21,3,0
736,2,2,0,0,0,0,256,33,7,0
691,1,5,0,0,0,3,1014,45,1,0
621,0,0,1,0,0,9,2353,33,4,1
123,0,2,1,0,1,5,2033,25,5,1
1365,1,4,0,0,1,5,2288,20,5,1
1477,2,2,0,0,0,4,2884,20,7,0
767,1,4,0,0,0,5,2439,47,6,1
134,1,2,0,1,0,1,537,34,1,0
1160,0,1,0,0,0,7,1091,29,3,0
1378,0,2,0,0,0,5,2735,23,1,0
224,0,2,0,0,0,8,1643,3,5,1
1074,2,4,0,0,0,0,296,24,1,0
724,0,0,0,0,0,6,2875,12,5,0
1301,1,2,0,0,0,5,2287,23,4,0
138,0,0,1,0,0,1,2625,26,2,0
737,0,3,0,0,0,3,147,50,4,0
869,1,3,0,0,0,9,300,29,6,1
871,0,2,1,0,0,3,2351,11,5,1
1231,1,3,1,0,0,5,181,16,1,1
1261,1,1,0,0,0,5,470,13,2,0
404,1,5,0,0,0,5,2623,10,1,0
1055,2,3,0,0,0,9,2206,7,3,1
1198,1,4,0,0,0,8,2160,1,7,0
298,0,3,0,0,1,5,1792,7,1,0
1157,0,5,0,0,1,1,1012,46,3,1
909,0,3,0,1,0,3,2419,5,5,0
100,1,3,0,0,0,0,2712,22,5,0
1434,0,1,0,0,0,9,887,12,4,0
45,2,5,0,0,0,1,2621,42,2,1
1391,1,0,0,0,0,1,1274,49,2,0
166,2,2,0,0,0,6,1277,36,1,0
752,2,1,0,0,0,2,2537,13,3,0
341,1,1,0,0,0,2,1133,38,7,0
863,1,0,0,0,0,8,549,20,6,0
378,2,1,0,0,0,1,202,3,4,0
1105,2,0,0,0,0,3,120,20,6,0
65,1,2,0,0,0,0,2376,21,1,0
852,2,4,0,0,1,0,572,35,0,1
350,2,2,0,0,1,9,718,40,0,1
716,0,5,0,0,0,3,2092,6,0,0
1165,0,0,0,0,1,1,2843,14,2,0
673,1,5,0,0,1,9,964,4,2,1
1262,2,5,0,0,0,4,2050,29,5,1
565,1,4,0,0,1,7,2270,8,5,1
538,2,2,0,0,0,7,465,48,1,0
837,1,2,0,1,0,5,723,15,7,1
470,1,2,0,0,0,5,2489,15,7,0
492,0,4,0,0,1,7,1553,34,1,1
1201,0,3,0,0,0,9,24,15,3,0
389,0,4,0,0,0,3,2213,34,3,0
1282,0,2,0,0,0,7,31,22,2,0
829,1,2,0,0,0,4,2815,7,0,0
733,0,1,0,0,0,5,2498,45,0,0
1375,2,1,0,0,1,4,629,41,1,0
705,0,0,0,0,0,0,2010,40,0,0
997,2,3,0,0,1,4,1622,31,3,1
1145,2,1,0,0,1,4,25,4,1,0
824,1,1,0,0,0,7,2242,32,3,0
1248,2,3,0,0,0,6,1197,34,2,1
467,1,5,0,0,0,7,22,8,3,0
646,0,0,0,0,0,8,426,2,0,0
270,0,4,0,0,0,3,541,43,3,0
1252,1,2,0,0,0,2,363,10,1,0
925,1,5,0,0,0,9,1040,18,7,1
1072,2,1,0,0,0,8,147,1,2,0
401,1,1,1,0,0,0,1412,12,6,0
726,2,2,0,0,0,3,672,22,6,0
739,1,3,0,0,0,1,93,35,3,0
1209,0,4,0,0,1,8,2929,19,0,0
757,0,5,0,0,0,6,2494,36,5,1
676,2,5,0,0,0,1,2035,14,1,1
1335,1,1,0,0,0,5,689,35,1,0
1060,1,3,0,0,1,6,2969,14,5,1
890,0,4,0,0,1,9,2043,16,2,1
36,1,3,0,0,0,6,1175,12,1,1
850,1,3,0,1,0,3,1050,38,5,1
1251,2,0,0,0,0,8,1647,13,6,0
79,2,0,0,0,0,3,710,43,6,0
52,0,3,0,1,1,1,1525,8,3,0
369,0,1,0,0,0,7,173,41,2,0
618,1,1,0,1,0,8,2592,35,0,1
1403,2,5,0,0,1,9,2724,9,7,1
164,0,5,0,0,0,1,899,4,5,0
995,0,4,0,0,0,8,957,49,2,0
409,2,1,0,0,0,7,2829,6,3,0
227,1,0,0,0,1,1,458,28,5,0
1168,2,4,0,0,0,4,87,42,7,0
1496,0,5,0,0,0,6,2922,19,7,1
901,0,1,0,0,0,9,1196,49,0,0
313,2,2,0,0,0,7,2876,16,2,0
264,2,0,0,1,0,8,1211,24,5,0
549,0,3,1,0,0,9,187,8,7,1
97,2,4,0,0,0,2,2854,38,7,0
1404,1,5,0,0,1,4,797,37,2,1
1162,1,3,0,0,1,1,11,46,1,0
266,1,3,0,0,1,2,683,39,3,1
500,2,5,0,0,0,2,2449,44,7,1
305,0,1,1,0,0,9,2269,7,0,0
383,1,2,0,0,0,2,44,36,2,0
1117,2,3,0,1,0,0,1612,40,5,1
507,1,2,0,0,0,5,1274,8,7,0
602,2,2,0,0,0,9,2258,33,3,0
960,0,0,0,0,0,8,2346,35,3,0
1010,1,0,0,0,1,5,427,38,2,0
95,1,3,1,0,0,0,748,22,4,1
1271,0,1,0,0,1,0,2348,15,5,0
346,1,3,0,0,0,4,1242,28,4,0
409,2,0,0,0,0,3,1709,12,7,0
741,1,1,0,0,0,8,987,26,4,0
245,1,2,0,0,0,3,662,21,1,0
245,0,3,0,0,0,0,1011,8,6,0
1212,1,4,0,1,1,2,2102,11,1,1
730,0,5,0,0,1,5,901,34,6,1
879,1,2,0,0,0,1,2070,8,5,0
876,1,4,0,0,0,5,1432,17,6,1
1440,0,1,0,0,1,5,570,29,7,0
114,0,0,1,0,0,8,60,5,6,0
391,0,3,0,0,0,6,2121,13,6,1
213,2,0,0,0,0,2,2016,2,7,0
1318,1,0,1,0,1,0,946,1,5,0
730,0,1,0,0,0,2,2647,48,4,0
1272,1,0,1,0,0,1,2562,9,5,0
638,0,3,0,0,1,6,4,42,3,0
351,1,0,0,1,0,7,2757,50,4,0
132,0,2,0,0,0,6,1794,35,4,1
391,0,0,0,0,0,4,2131,14,1,0
1400,0,2,0,0,0,2,2278,50,5,0
1192,0,1,0,0,0,4,1797,45,5,0
607,1,4,0,0,0,7,1757,45,6,1
295,2,1,0,0,0,6,171,25,0,0
1304,1,4,1,0,1,7,1408,21,7,1
1460,0,1,1,0,1,3,2855,42,6,1
149,0,0,0,0,1,5,2241,29,4,1
304,1,4,0,0,0,9,1175,4,4,1
961,2,5,0,0,0,7,2413,16,1,1
1116,2,4,0,0,0,2,1660,36,0,0
854,0,2,0,0,0,4,867,39,4,0
1088,2,2,0,0,0,3,615,20,5,0
153,0,5,0,0,0,0,772,33,4,0
840,0,1,0,0,0,6,845,29,0,0
890,2,2,0,0,0,2,1080,12,5,0
1004,0,4,0,0,0,2,2742,1,7,0
1,0,1,0,0,0,0,525,25,4,0
1161,1,2,0,0,0,1,1780,4,1,0
977,1,0,0,0,0,0,267,27,7,0
113,0,1,0,0,0,9,747,1,7,0
555,2,4,0,0,0,8,1004,41,0,0
32,1,3,0,0,0,9,2462,22,0,0
1375,0,3,0,0,0,5,1517,38,3,1
1453,0,2,0,0,0,5,2871,41,4,0
1429,1,5,0,0,0,7,2334,42,3,0
488,0,5,0,0,0,6,1168,13,6,0
463,2,2,0,0,1,0,682,3,6,0
284,2,3,0,0,1,0,1439,45,3,0
17,0,0,0,0,0,8,1594,23,1,0
1220,0,3,0,0,0,4,2373,36,3,1
649,2,0,0,1,0,9,1601,22,6,1
400,0,0,0,0,0,9,693,32,7,1
725,0,2,0,0,0,7,1148,44,4,0
943,1,5,0,0,0,8,1862,19,2,0
414,1,5,0,0,0,6,2586,9,2,0
1035,2,4,0,0,0,7,536,7,7,1
399,1,1,0,0,1,4,2613,19,0,0
70,1,4,0,0,0,5,2434,42,0,1
530,1,5,0,1,0,2,1589,31,6,1
919,1,5,0,0,0,5,824,14,3,0
696,2,3,0,0,0,8,961,16,7,1
273,2,5,0,0,1,6,1318,11,3,1
995,1,5,0,0,0,6,1762,29,6,1
563,0,4,0,0,1,5,1880,30,5,1
441,1,1,1,1,0,3,1290,31,7,1
289,2,4,0,0,1,0,1052,16,6,0
235,2,0,0,0,0,7,2888,5,0,0
1108,1,2,0,0,0,9,2026,24,5,0
487,0,0,0,0,1,6,1136,37,2,0
138,0,0,0,0,0,2,2679,50,7,0
211,1,0,0,1,0,9,2115,6,1,0
691,1,3,0,0,0,5,1531,7,0,0
788,2,5,0,0,0,4,578,7,4,0
705,1,1,0,0,1,5,37,34,0,0
32,1,3,0,0,1,1,2915,12,1,1
477,2,1,0,0,0,5,1849,4,0,0
913,2,2,0,1,1,5,783,23,3,1
92,1,2,0,0,0,1,1345,40,1,0
406,0,5,0,0,0,4,1319,8,4,0
18,2,0,0,0,0,5,831,28,3,0
942,0,5,0,0,0,5,953,28,7,0
333,2,0,0,0,0,7,529,4,2,0
503,0,0,0,0,0,0,1386,23,7,0
1166,2,1,0,0,1,9,2906,13,6,0
111,0,3,0,0,0,5,766,33,0,0
216,1,2,0,0,0,0,2954,34,3,0
766,1,5,0,0,0,0,1079,21,1,0
988,0,2,0,0,1,7,1322,29,1,0
941,0,1,0,0,1,1,1323,32,1,0
255,2,2,0,1,0,0,2815,48,7,0
1376,1,3,0,0,0,0,1903,40,2,0
149,0,5,0,0,1,5,1699,35,0,0
1250,2,5,0,1,0,0,2602,48,2,1
1095,0,3,0,1,1,3,2609,28,6,1
175,0,3,0,0,1,4,930,18,4,1
1274,1,4,0,0,0,6,2602,22,2,0
1195,0,3,0,0,0,9,2083,7,0,0
122,0,4,0,0,1,6,2712,17,7,1
1343,2,0,0,0,0,7,111,16,3,0
821,0,0,0,0,0,7,474,6,2,0
567,0,5,0,0,0,8,176,12,7,0
561,1,2,0,0,0,3,1167,7,3,0
674,1,4,0,0,1,9,1670,33,2,1
224,0,1,0,1,0,6,2646,39,3,0
289,0,4,0,0,1,9,882,36,5,1
1098,2,0,0,0,1,4,2829,17,6,0
13,0,1,0,0,0,4,1940,29,5,0
1120,1,2,0,0,0,6,2583,34,3,0
709,2,3,0,0,1,8,2585,34,4,1
1117,2,5,0,0,0,6,1230,14,2,1
55,1,0,1,1,0,5,2908,31,0,1
682,2,0,0,0,1,3,113,27,5,0
658,0,4,1,0,1,9,492,26,4,1
1063,0,5,0,1,1,8,2391,40,5,1
734,0,1,0,0,1,6,1557,36,3,0
559,1,0,0,0,1,2,2224,26,0,0
1039,2,5,0,0,0,6,1555,43,0,0
201,1,3,1,1,1,4,2932,46,5,1
289,2,1,0,0,0,5,42,43,1,0
150,2,0,1,0,0,5,940,34,4,1
755,2,3,1,0,0,1,1192,27,0,0
1069,1,1,0,0,0,8,2894,46,3,0
586,2,4,0,0,0,8,2204,33,6,1
1269,2,5,0,0,1,9,2260,44,4,1
616,1,5,0,0,0,4,2796,45,4,1
1484,2,1,0,0,0,7,495,30,3,0
1325,1,1,0,0,0,9,803,8,1,0
362,1,2,0,0,1,7,2405,22,2,1
1361,2,0,0,0,0,6,2926,35,0,0
1188,0,5,0,0,0,1,1764,8,1,0
1184,1,2,0,0,0,1,292,47,1,0
384,0,2,0,1,1,4,1718,6,5,1
176,1,2,0,0,0,3,894,38,1,0
929,2,2,0,0,0,9,2310,30,5,0
723,1,0,0,1,0,1,1067,31,6,1
1166,1,1,0,0,1,7,1116,12,6,0
1452,1,5,0,0,0,9,1522,43,3,1
1218,2,4,0,0,0,3,1175,21,0,0
1172,2,1,0,0,1,0,192,41,0,0
40,1,0,0,0,0,5,2076,42,4,1
599,0,5,1,1,0,6,1849,31,4,1
823,2,1,0,0,0,9,921,37,1,0
1065,1,5,0,0,1,2,1140,5,6,1
1462,0,5,0,0,0,2,2177,31,4,1
597,2,3,0,0,0,7,1734,14,2,0
1366,2,3,0,0,1,2,1095,10,4,1
40,0,0,0,0,0,4,925,34,5,0
219,0,3,0,0,1,8,598,1,2,0
69,1,0,0,0,0,1,1097,30,0,0
646,0,2,0,0,0,2,576,42,4,0
309,0,4,0,0,0,2,733,10,0,0
147,0,5,0,0,1,8,2730,26,3,0
922,0,4,0,1,1,7,1616,35,3,0
984,2,5,0,0,1,2,1383,44,6,1
706,1,0,0,0,0,2,2459,39,6,0
869,1,5,0,0,0,8,425,22,6,0
979,2,0,0,0,0,1,475,22,3,0
1166,2,0,0,0,0,6,1293,8,0,0
1082,1,3,0,0,0,2,377,6,6,0
1102,2,3,0,0,0,0,2907,41,5,0
69,1,0,0,0,0,3,2253,42,0,0
906,2,2,0,0,1,3,1850,29,7,0
1365,0,5,1,0,0,2,1433,36,1,1
158,1,4,0,0,0,4,1599,24,0,0
287,2,5,0,0,0,2,1155,37,2,0
419,1,0,0,1,0,0,2895,47,5,0
635,2,3,0,0,0,9,1585,20,3,0
429,0,1,0,0,0,9,2775,27,0,0
365,1,5,1,0,0,9,159,12,5,0
152,2,2,0,0,0,7,2093,16,6,1
1470,2,1,0,0,0,3,2942,24,2,0
735,0,1,0,0,0,3,885,37,7,0
1117,0,0,1,0,0,0,946,19,0,0
63,1,5,0,0,0,4,1381,39,7,0
1209,1,3,0,0,0,6,1081,22,1,0
1202,2,5,0,0,0,3,2928,46,1,0
955,2,1,0,0,0,7,1955,34,6,1
1495,0,1,0,0,0,7,1033,35,2,0
621,2,5,0,0,0,6,1588,45,5,0
339,0,1,0,0,0,0,590,15,0,0
98,0,1,0,0,1,7,246,33,4,0
672,0,3,0,1,0,1,2707,46,3,0
370,1,5,0,0,0,2,1593,29,1,0
1012,1,1,0,0,0,6,2354,27,2,0
708,1,0,0,1,0,3,2454,33,2,0
922,1,3,0,0,0,2,1420,23,2,0
433,0,1,0,0,1,8,950,1,1,0
728,2,2,0,0,0,1,934,32,7,0
1129,2,3,0,0,0,8,1715,7,2,0
621,1,2,0,0,0,3,696,21,0,0
45,2,4,0,0,1,0,2961,21,4,1
986,0,1,0,0,0,2,143,49,6,0
882,2,4,0,0,0,9,2684,40,2,0
641,0,3,0,0,0,2,2962,17,2,0
955,1,2,0,0,0,8,2510,47,3,0
699,2,1,1,0,0,2,2606,22,6,0
298,1,0,0,0,0,1,1484,15,7,0
30,1,2,0,0,0,7,2035,40,7,0
743,1,5,0,0,0,8,1379,6,3,0
1055,2,0,0,0,1,5,1776,24,0,0
1201,0,4,0,0,0,4,196,31,4,0
880,0,5,0,0,1,7,623,20,4,1
775,0,2,0,0,0,9,1732,32,2,0
774,0,4,1,0,1,6,2008,5,5,1
361,2,3,0,0,1,6,1069,20,3,0
1452,2,5,0,1,1,0,2493,37,3,1
214,1,1,0,0,0,0,764,34,1,0
754,0,2,0,0,0,2,368,11,7,0
682,2,1,0,1,0,8,2021,32,3,0
874,0,0,0,0,1,7,1079,6,4,0
649,1,1,0,1,0,5,1039,10,1,0
710,1,3,0,0,0,9,2173,20,7,0
908,0,0,0,0,0,0,9,25,6,0
285,2,3,0,0,0,5,295,30,1,0
796,2,2,0,0,0,0,2519,4,6,0
407,0,3,0,0,0,6,198,35,1,0
331,2,5,0,0,0,8,1594,34,2,0
137,2,0,0,0,1,6,1370,50,1,0
1166,0,3,0,0,0,0,566,25,1,0
1462,2,5,0,0,1,6,1193,43,6,1
1182,2,3,0,0,0,9,1983,42,6,1
669,2,3,0,0,0,0,1998,33,0,0
787,0,4,0,0,1,7,2083,43,3,1
1447,2,5,0,0,0,9,1564,25,4,1
395,0,2,0,0,1,4,1140,46,5,0
195,2,1,0,0,0,7,778,27,3,0
1217,0,1,0,0,0,0,2158,38,4,0
470,0,0,0,0,1,0,972,28,1,0
593,2,2,0,0,1,5,1162,6,5,1
214,0,5,0,0,0,3,2171,23,2,0
199,1,0,1,0,1,9,787,44,7,1
525,2,2,0,0,0,8,746,37,3,0
1238,1,0,0,1,0,5,7,12,1,0
1294,0,2,0,0,0,1,757,28,2,0
1010,1,4,0,0,0,7,1956,43,0,0
294,0,1,0,0,1,0,2919,50,2,0
802,2,4,0,0,0,1,2075,32,5,0
671,1,0,0,0,1,8,253,43,3,0
976,0,2,0,1,0,3,2531,38,0,0
466,0,4,1,0,0,0,174,27,1,1
346,2,3,0,1,0,2,129,4,5,0
648,1,4,0,0,0,6,2040,47,3,1
632,0,5,0,0,0,5,1676,34,3,0
285,0,4,0,0,0,8,2206,38,4,1
601,0,3,0,0,1,4,2944,33,3,1
404,0,3,0,0,0,2,2620,32,6,0
233,0,2,1,0,0,5,609,14,4,1
569,1,1,1,0,0,9,1368,6,4,0
1372,0,5,1,0,0,9,1649,16,7,1
1439,2,0,0,0,1,1,2768,1,3,0
1012,1,0,0,0,0,4,2459,35,6,0
370,2,0,0,0,0,5,1480,30,1,0
757,1,3,0,0,1,2,1747,21,3,1
777,1,5,0,0,0,0,1939,28,1,0
787,2,1,0,0,0,1,1502,21,2,0
304,2,2,1,0,0,3,2250,27,5,0
817,1,4,0,0,1,1,2905,40,1,0
1071,1,2,0,1,0,7,1406,48,1,1
1319,1,0,0,0,0,0,1814,18,7,0
932,0,0,1,0,0,9,1762,12,6,1
18,1,3,0,0,0,0,1883,43,4,1
85,0,0,0,0,0,1,2195,7,7,0
782,0,4,0,0,0,3,1555,42,2,0
1350,1,3,0,1,0,2,727,14,6,0
607,0,3,0,0,0,9,1702,21,5,0
769,0,3,0,0,0,5,1981,19,0,0
944,1,0,0,0,0,3,497,19,2,0
172,1,1,0,0,0,5,40,19,6,0
1020,2,1,0,1,1,4,574,39,5,1
1496,1,3,0,0,0,6,77,38,0,0
797,1,0,1,1,0,3,1796,46,7,1
795,2,1,0,0,0,8,901,49,6,0
541,1,1,0,1,0,5,2070,50,3,0
1078,2,3,0,0,0,9,2890,32,6,1
1193,2,3,0,1,1,1,1792,1,4,1
358,1,0,0,1,0,9,2309,32,5,0
634,1,4,0,0,0,4,1206,25,7,1
1406,1,5,0,0,1,3,1874,20,0,0
542,0,1,1,0,0,7,1201,41,7,1
1406,1,3,0,0,1,1,644,47,6,1
818,1,1,0,0,0,7,1964,49,4,0
1131,0,5,0,0,0,2,1602,29,6,0
1059,2,5,1,0,0,9,2987,36,3,1
640,0,4,1,0,0,9,286,47,4,1
441,0,5,0,0,0,2,79,37,3,0
263,1,3,0,0,1,8,1887,37,3,0
440,2,1,0,0,0,6,2806,2,5,0
85,1,4,0,0,0,5,2980,15,5,1
758,0,4,0,0,0,1,1124,43,6,0
432,0,5,0,0,0,6,1254,15,0,0
1223,1,0,0,1,0,4,1411,47,5,1
962,1,1,0,0,1,2,2461,3,7,0
1233,1,1,0,0,0,9,2157,38,0,0
234,0,0,0,0,0,0,408,23,2,0
593,0,2,0,1,1,7,550,48,7,1
1045,1,1,0,0,1,3,1399,49,3,0
1010,2,2,0,0,0,4,800,13,3,0
1374,1,4,0,1,1,5,1617,19,4,1
795,0,5,0,0,0,8,1079,40,0,0
420,1,5,0,0,0,7,702,45,1,1
1087,0,1,0,0,0,9,1402,39,2,0
1319,2,3,0,0,1,7,1847,23,3,1
509,2,4,0,0,1,5,2878,48,4,1
470,0,4,0,0,1,0,1035,20,7,1
1102,1,1,0,0,0,2,110,46,3,0
409,0,2,0,0,0,4,1524,2,6,0
1285,0,0,1,0,0,1,2129,35,7,1
1418,2,1,0,0,1,8,2631,31,0,0
519,0,3,0,0,0,0,797,35,0,0
1021,2,3,0,0,0,3,2845,28,5,1
181,1,5,0,1,0,1,499,50,2,0
53,1,5,0,0,0,3,157,28,4,1
453,2,1,0,0,0,0,1095,22,4,0
1310,0,3,0,0,0,6,2941,47,1,1
1154,0,5,1,0,0,7,1798,21,5,1
644,0,4,0,0,1,3,619,6,4,0
854,2,3,1,1,0,7,2453,36,2,1
581,0,3,0,0,1,7,1606,12,2,1
312,0,1,0,0,0,9,947,8,3,0
1188,2,2,0,0,0,3,874,28,3,0
154,0,2,0,0,0,0,1460,20,7,0
727,1,4,0,0,0,6,184,9,5,0
1022,2,5,0,1,0,5,1647,28,7,1
703,1,2,0,0,0,8,1259,17,1,0
1436,0,3,0,0,0,0,2445,30,7,0
682,0,4,0,0,1,4,801,9,2,0
106,1,5,0,0,0,2,807,44,5,0
706,2,1,0,0,0,0,1649,4,1,0
623,1,4,0,0,0,6,2388,46,0,0
65,1,1,0,0,0,1,2670,37,5,1
128,0,4,0,0,0,9,1325,11,3,0
489,2,0,0,0,0,4,1581,7,4,0
704,1,0,0,0,1,0,130,7,1,0
635,1,3,1,0,0,4,2164,40,7,1
972,2,3,0,0,0,2,1752,11,7,0
941,2,2,0,0,0,2,1608,16,2,0
1125,1,3,0,1,0,9,1098,40,3,1
1221,1,3,0,0,0,0,1031,42,1,0
1372,1,0,0,0,1,7,1314,9,7,1
934,2,2,0,0,0,4,2259,32,7,0
538,1,1,0,0,0,1,900,3,1,0
1103,1,4,0,0,0,1,1143,9,3,0
1107,1,5,0,0,1,9,2235,33,5,1
1081,2,0,0,0,1,1,2888,28,4,0
1278,1,2,0,0,0,2,900,49,7,0
741,2,2,0,0,1,6,2851,1,1,0
972,1,1,0,0,0,9,222,24,4,0
695,1,4,0,0,0,1,1118,48,6,1
39,1,4,0,0,1,8,2274,41,3,1
397,1,5,0,1,0,1,237,2,6,0
550,0,4,0,0,0,1,754,45,7,0
1166,1,4,0,0,0,3,1245,48,2,0
870,1,1,0,0,0,7,117,45,5,0
215,0,0,0,0,1,2,2701,36,5,0
257,2,1,0,0,0,5,1186,4,3,0
372,0,5,0,0,0,6,43,14,5,0
821,2,4,0,0,0,9,4,39,3,0
59,1,4,0,0,1,9,2900,23,7,1
604,0,1,0,0,0,6,2731,38,4,0
1086,0,1,0,0,1,9,1118,34,3,1
758,0,4,0,0,1,6,2915,35,2,1
943,2,0,0,0,1,1,1232,23,1,0
579,2,0,0,0,1,9,2900,19,3,0
124,0,4,0,0,0,6,230,29,3,1
1393,0,0,0,0,0,6,2712,48,5,1
1378,1,3,0,0,0,7,1768,2,0,0
890,2,2,0,0,1,0,865,19,1,0
1316,0,5,0,1,1,2,837,29,4,1
1143,2,4,0,0,0,6,66,26,7,0
333,1,2,0,0,0,5,772,9,6,0
860,2,5,0,0,0,4,1684,7,0,0
749,1,3,0,1,0,0,1440,26,7,1
1449,2,4,0,0,1,0,909,30,1,0
797,2,0,0,0,0,3,274,16,1,0
1272,0,4,0,0,0,3,1814,6,0,0
621,0,2,1,0,0,2,23,25,1,0
433,1,3,0,0,1,0,2636,24,5,1
971,2,2,0,0,0,5,1224,19,2,0
8,2,5,0,0,0,1,2646,40,3,1
1027,0,2,0,0,1,8,1055,12,1,0
443,1,3,0,0,0,4,1796,23,1,1
692,2,0,0,0,0,5,2039,31,6,0
291,2,1,0,0,0,0,1657,37,5,0
1492,1,0,0,0,0,7,1875,19,6,0
1491,1,0,0,0,0,6,452,7,6,0
908,1,2,0,0,0,3,451,4,0,0
19,0,0,1,0,0,1,1911,8,7,0
120,0,2,0,0,1,8,1861,50,2,1
1240,1,0,0,0,0,4,2490,35,1,0
1031,1,3,0,0,0,0,1653,12,7,0
1237,1,1,1,0,0,7,2007,23,1,0
410,2,3,0,0,0,9,470,50,3,0
696,0,2,1,0,1,4,2606,31,7,1
1244,0,1,0,0,0,4,1139,6,2,0
965,1,4,0,0,0,3,1750,22,7,0
178,1,4,0,0,0,2,719,38,6,0
868,0,1,0,0,0,0,1654,12,2,0
945,2,1,1,0,0,3,2634,35,6,1
550,1,0,0,0,0,3,878,48,0,0
279,2,4,0,0,0,1,2816,12,1,0
1111,1,5,0,0,0,4,2205,50,4,1
1458,2,0,0,0,0,6,1461,9,3,0
557,1,2,0,0,0,7,1927,32,0,0
1063,2,4,0,0,1,5,506,22,6,1
556,1,3,0,0,1,2,280,27,3,0
555,2,3,0,0,0,8,2819,12,4,1
183,2,2,1,0,0,2,2360,29,2,0
1206,2,5,0,0,0,8,121,31,5,0
930,1,3,0,0,1,5,1058,32,7,1
914,0,0,0,0,0,3,1495,14,0,0
668,1,5,0,0,0,5,1311,46,5,1
114,1,3,0,0,1,3,1728,2,1,1
1171,0,1,0,0,0,7,1344,10,3,0
274,1,0,0,0,0,9,450,19,7,0
708,2,1,0,0,0,5,931,40,5,1
336,1,2,0,0,1,7,618,20,6,0
231,2,3,0,0,0,7,656,38,4,1
212,0,0,0,0,0,3,1615,1,2,0
333,0,4,0,0,1,8,2528,16,6,1
702,0,5,0,0,0,2,2705,38,1,0
1168,2,4,0,0,0,7,2459,40,6,1
347,1,3,0,0,0,2,1202,36,2,0
883,0,1,0,0,0,8,2511,26,5,0
606,1,0,0,0,0,0,2377,37,3,0
866,0,1,0,0,0,7,2940,45,1,0
583,2,4,0,0,0,7,2394,20,0,1
1473,2,0,0,0,1,5,839,43,7,1
1202,0,5,0,0,1,6,945,14,0,1
952,1,4,0,0,0,6,91,38,6,0
512,1,0,0,0,0,4,318,44,3,0
373,2,5,0,0,0,6,675,31,0,0
364,0,2,0,0,0,1,1654,45,0,0
262,0,4,0,1,0,6,1663,35,6,1
728,0,1,0,0,1,8,2565,43,1,0
508,0,2,0,0,1,9,1828,19,2,0
176,1,4,0,0,0,3,649,36,3,0
590,1,2,0,0,0,6,705,11,3,0
215,0,0,0,0,0,8,1951,21,7,0
102,1,0,1,0,1,1,643,5,0,0
721,2,4,0,0,0,1,1530,14,5,0
508,2,4,0,0,1,8,2761,31,5,1
418,0,1,0,0,0,9,853,34,4,0
1478,1,2,0,0,0,2,2171,14,5,0
873,0,3,0,0,0,1,2167,23,6,0
519,1,4,0,0,0,7,2218,25,4,1
22,0,5,0,0,0,6,974,11,6,1
303,2,2,1,0,1,7,2879,43,3,1
937,1,2,0,0,0,1,2072,30,7,0
744,0,4,0,0,1,9,2655,28,6,1
1365,2,3,0,0,0,7,1415,41,4,1
957,2,5,0,0,1,9,1486,26,2,0
198,1,1,0,0,0,5,1732,41,4,1
1500,2,1,0,0,1,3,710,7,7,0
1267,1,5,0,0,0,6,450,8,7,0
502,2,3,0,0,1,0,2988,42,4,1
1327,0,1,0,0,0,8,2299,47,6,1
253,1,4,0,0,0,3,2978,29,6,0
310,2,1,0,0,0,9,2928,41,4,1
712,0,2,0,0,0,5,619,42,5,0
723,2,2,0,0,0,9,2345,39,1,1
1392,1,3,0,0,0,0,2607,26,5,0
1144,2,5,0,0,0,5,792,4,7,1
17,1,3,0,0,0,0,1064,5,0,0
