courier_risk_score,delivery_attempts,delivery_delay_days,otp_confirmation,delivery_photo,pickup_delay_days,pickup_attempts,tamper_route,distance_km,weight_mismatch,logistics_risk_label
0.99,5,9,1,1,5,3,0,26,0,1
0.27,1,13,1,1,8,3,0,2007,0,0
0.32,5,7,1,1,2,4,1,1592,0,1
0.22,3,7,0,1,9,2,0,1579,1,1
0.45,2,4,0,1,13,2,0,2053,0,0
0.84,3,9,1,0,0,3,0,2293,1,1
0.31,4,0,1,1,14,3,0,747,1,1
0.13,3,0,1,0,0,3,0,59,1,1
0.82,2,1,1,0,11,1,0,1577,1,0
0.73,3,14,1,0,0,3,0,287,0,1
0.65,3,10,1,0,5,3,0,1111,1,1
0.49,2,6,1,1,13,4,0,1775,0,0
0.82,3,8,1,1,0,3,1,1985,0,1
0.30,3,11,1,0,3,2,0,1470,0,0
0.84,2,6,0,1,9,4,0,2038,0,1
0.55,4,6,1,1,9,1,0,1944,1,1
0.31,4,5,0,1,0,4,0,185,1,1
0.51,1,0,1,1,1,1,0,982,0,0
0.73,3,9,1,0,9,4,0,97,0,1
0.30,2,3,1,1,4,4,0,1280,1,0
0.09,1,2,1,0,3,4,0,2171,0,0
0.44,5,13,0,1,7,1,1,1615,0,0
0.42,3,5,0,1,7,3,0,164,0,1
0.04,1,5,1,1,3,3,0,2274,1,0
0.32,1,4,1,0,0,3,1,807,0,0
0.87,2,1,1,1,10,3,0,1167,0,0
0.71,4,10,1,1,5,3,0,283,0,0
0.11,1,11,1,0,5,4,0,1523,1,0
0.55,4,9,0,0,13,2,1,2476,1,1
0.39,1,9,1,0,7,2,0,894,1,0
0.38,1,14,1,1,13,1,0,2393,0,0
0.37,3,8,1,1,10,4,0,2451,0,0
0.23,4,0,1,0,13,1,1,844,0,1
0.85,4,6,0,0,11,3,0,1833,1,1
0.19,4,14,1,0,6,3,0,1367,0,0
0.76,3,2,1,0,6,2,1,2155,0,1
0.21,2,12,1,1,11,3,0,101,0,0
0.09,4,13,1,1,0,2,0,1999,0,0
0.84,1,13,0,1,8,2,1,500,0,1
0.84,3,5,1,1,14,2,1,1644,0,1
0.69,3,1,0,1,13,1,0,335,0,1
0.77,4,0,1,1,8,2,1,98,0,1
0.34,1,4,1,1,3,4,0,1812,1,1
0.33,1,5,0,1,1,4,0,1886,0,0
0.05,2,3,1,1,11,3,0,1839,0,0
0.07,1,2,1,1,13,4,0,1821,1,0
0.81,1,5,0,1,0,4,0,1403,0,0
0.08,2,3,0,1,4,2,1,1656,0,0
0.48,4,1,1,0,14,1,0,9,1,1
0.48,5,8,1,1,13,2,1,410,0,1
0.04,2,11,1,1,6,2,0,352,0,0
0.45,1,13,1,1,8,1,0,195,0,0
0.98,3,6,1,1,14,2,1,2414,0,1
0.55,1,2,1,0,4,3,0,2389,0,0
0.47,5,5,0,1,12,3,0,36,0,0
0.74,4,14,0,1,5,3,0,1687,0,1
0.96,2,0,0,0,2,2,0,1720,0,1
0.30,2,9,1,0,5,2,0,1931,0,0
0.06,2,0,1,0,3,4,0,2377,0,0
0.67,1,14,1,1,10,3,0,374,0,1
0.71,4,0,0,0,11,1,0,714,0,1
0.85,5,14,0,1,11,4,0,2211,0,1
0.16,2,2,1,1,4,2,0,1168,0,0
0.97,2,8,1,1,9,3,1,803,1,1
0.48,4,12,0,0,7,1,0,544,0,0
0.42,2,9,1,0,2,2,0,2344,1,1
0.14,4,5,1,0,8,1,0,1808,0,1
0.11,1,0,1,0,1,4,0,2289,0,0
0.27,2,10,1,1,14,4,0,1160,0,0
0.41,3,0,1,1,5,4,0,386,0,0
0.70,1,9,1,0,11,1,0,1656,0,0
0.26,5,6,1,0,7,2,0,1611,0,1
0.09,4,12,0,0,0,3,0,2398,0,1
0.37,3,0,1,0,11,4,0,1236,0,0
0.95,3,6,1,1,9,3,0,689,0,1
0.11,3,7,1,1,3,2,0,1154,0,0
1.00,2,11,1,1,1,2,0,2378,1,1
0.86,2,14,1,1,0,4,0,990,0,1
0.99,4,3,1,1,6,4,0,1454,0,1
0.97,4,6,1,0,11,3,0,772,1,1
0.11,2,14,1,1,12,4,0,1784,1,0
0.14,2,2,1,0,4,2,0,532,0,0
0.60,5,3,0,0,11,1,1,1620,0,1
0.59,4,5,1,1,0,4,0,2005,0,0
0.42,5,10,0,0,10,3,1,534,0,1
0.36,5,14,0,1,10,3,0,77,0,1
0.68,5,2,1,1,12,1,1,539,1,1
0.60,5,11,1,1,1,2,0,1010,0,1
0.85,4,3,1,0,12,2,0,1960,0,1
0.17,3,2,0,0,3,3,0,789,0,0
0.46,2,10,1,1,6,2,0,2232,0,0
0.24,4,0,1,1,14,4,1,784,0,1
0.15,4,5,1,1,7,4,0,254,1,0
0.09,4,0,1,0,10,4,0,761,0,0
0.65,3,11,1,1,6,4,0,278,0,1
0.99,3,8,1,1,5,2,0,1158,0,0
0.70,1,11,0,1,5,4,0,604,1,1
0.01,4,11,1,1,1,3,0,1519,0,1
0.75,1,14,1,0,6,4,0,0,1,1
0.97,2,14,1,1,3,3,0,530,0,0
0.11,3,14,1,1,14,4,0,2135,0,0
0.25,4,14,1,1,4,2,0,170,0,0
0.88,5,2,1,1,12,1,1,113,0,0
0.52,1,12,1,1,5,3,0,363,0,0
0.63,4,11,1,0,11,3,0,1420,0,1
0.70,2,9,0,1,5,4,0,502,0,1
0.34,3,4,1,0,9,1,0,264,1,0
0.47,5,7,0,1,11,2,0,1992,0,1
0.16,3,4,1,1,4,3,0,869,0,0
0.66,3,6,1,1,12,1,0,1467,0,0
0.16,4,0,1,1,4,1,0,332,1,0
0.18,5,7,1,1,13,2,0,659,0,0
0.47,3,10,1,1,13,3,0,74,0,0
0.33,2,10,1,1,9,1,1,1844,0,0
0.27,5,4,1,1,0,3,0,761,0,0
0.69,1,14,1,1,4,2,0,1459,0,0
0.19,1,8,1,1,13,3,0,343,1,1
0.85,4,3,0,1,10,2,1,1037,0,1
0.49,5,12,1,1,12,2,0,1123,0,0
0.18,2,10,1,1,6,1,0,1780,1,0
0.60,5,11,1,0,1,3,0,1863,0,0
0.88,5,2,0,1,11,2,0,1438,0,0
0.17,1,8,1,1,1,4,0,358,0,0
0.40,1,1,1,1,14,4,0,208,1,1
0.64,4,8,1,1,9,3,0,1609,0,1
0.88,3,9,1,0,6,2,0,2416,0,1
0.10,3,11,1,1,11,4,0,103,0,0
0.61,4,8,1,1,8,3,0,51,1,1
0.86,1,2,0,0,14,1,0,582,1,1
0.26,1,3,1,1,8,4,0,2035,0,0
0.76,2,11,1,0,4,3,0,1049,0,1
0.87,2,5,1,1,0,4,0,1185,0,0
0.43,5,3,1,1,1,3,0,364,0,0
0.88,5,6,1,1,6,1,1,1428,0,1
0.13,2,3,1,1,12,4,1,2232,0,0
0.98,3,1,1,1,9,2,1,1262,1,1
0.87,2,1,0,0,11,4,0,2048,0,1
0.89,4,3,0,1,0,4,0,601,0,1
0.96,4,10,0,1,2,3,0,686,0,1
0.52,3,4,1,1,12,2,0,2470,0,1
0.50,4,0,0,1,7,4,0,967,0,0
0.23,1,14,1,1,4,2,0,1312,1,0
0.56,2,7,1,1,6,1,0,140,0,0
0.17,4,3,0,0,8,3,0,1854,0,1
0.96,5,9,1,1,7,4,0,1817,0,1
0.72,5,11,1,0,9,2,0,2373,0,1
0.29,1,8,1,0,4,3,0,2385,0,0
0.92,4,9,1,0,12,2,0,2246,0,1
0.38,3,11,0,1,14,1,0,698,1,1
0.52,3,14,0,1,8,1,0,330,0,0
0.48,2,9,1,1,5,4,0,540,0,0
0.75,4,7,1,1,13,2,0,202,0,0
0.10,5,10,0,0,6,1,0,62,0,1
0.20,5,10,1,0,8,4,0,1707,0,1
0.00,3,1,0,1,10,3,0,1694,0,1
0.00,1,1,1,1,6,2,0,678,1,0
0.61,1,6,1,1,11,1,0,1826,0,0
0.90,4,6,1,1,6,1,1,1321,1,1
0.72,1,4,1,1,8,1,0,2029,0,0
0.52,1,2,0,1,8,2,0,573,0,0
0.63,5,9,1,0,2,2,1,203,0,1
0.14,1,5,0,0,5,4,1,211,0,0
0.70,4,3,1,1,14,4,0,603,0,1
0.04,4,6,1,1,9,4,1,2126,0,1
0.77,2,4,1,1,12,4,0,2300,0,0
0.77,3,14,1,1,12,2,0,2474,1,1
0.36,1,0,1,0,11,4,0,608,0,0
0.29,2,2,0,0,4,4,0,1783,0,0
0.14,3,6,1,1,3,2,0,2435,0,0
0.68,1,2,1,1,10,4,0,594,0,0
0.26,4,9,1,1,8,4,0,765,0,0
0.17,1,13,1,1,13,1,0,1421,0,0
0.12,4,10,1,1,9,2,0,687,0,0
0.48,3,13,0,1,13,3,0,284,0,0
0.36,5,3,0,1,10,2,0,2304,1,1
0.57,4,2,1,1,12,3,0,303,0,0
0.11,3,9,0,1,10,1,0,2220,0,0
0.77,2,5,1,1,7,2,0,2321,1,1
0.17,4,2,1,1,11,3,0,1443,0,0
0.36,5,13,1,1,0,4,0,870,0,0
0.35,5,4,1,1,9,3,0,741,0,0
0.73,1,10,0,0,3,1,1,2031,0,1
0.88,5,11,1,1,9,3,0,1445,0,1
0.28,4,14,0,1,13,1,1,474,0,0
0.81,3,6,1,1,5,1,0,316,1,1
0.33,4,0,0,0,11,3,0,1237,1,1
0.16,2,11,1,1,13,1,0,394,0,0
0.98,5,14,1,1,13,2,0,481,1,0
0.72,3,0,1,0,1,3,0,436,0,0
0.34,1,4,1,1,10,4,0,2314,0,0
0.67,5,11,1,0,6,4,0,1503,0,1
0.14,4,11,1,1,12,4,0,589,1,1
0.94,4,4,1,1,14,2,0,176,0,1
0.73,5,14,0,1,13,2,0,196,0,1
0.23,5,3,1,0,5,4,0,1772,0,0
0.09,4,11,0,1,10,4,0,109,0,0
0.26,2,2,0,1,11,1,0,902,0,1
0.66,2,7,0,0,13,4,0,1751,0,1
0.97,1,4,0,0,3,3,0,2060,0,1
0.68,2,1,0,1,5,4,0,1062,0,0
0.24,2,14,1,1,13,1,0,1338,0,0
0.17,3,12,0,1,10,2,1,524,0,1
0.01,2,10,0,0,5,3,0,1196,1,1
0.22,5,12,0,1,6,4,0,284,0,0
0.87,4,1,1,1,4,4,0,1448,0,0
0.41,2,4,1,1,4,3,0,845,0,0
0.26,1,13,0,0,10,3,0,1504,1,1
0.74,3,13,1,1,4,4,0,893,0,1
0.31,5,6,1,0,2,4,0,656,0,1
0.60,5,1,0,1,1,4,1,754,0,1
0.55,1,0,1,0,0,4,0,150,0,0
0.06,3,0,1,1,12,2,1,323,0,0
0.57,5,0,1,0,3,4,0,2229,0,1
0.40,5,8,1,0,13,4,0,1105,1,1
0.41,4,11,1,1,5,4,0,806,1,1
0.77,3,2,1,1,5,1,0,2434,0,0
0.93,3,7,1,0,10,2,0,1631,0,1
0.65,4,14,1,1,4,4,0,2431,0,1
0.22,5,2,1,1,0,1,0,100,0,0
0.33,1,4,0,1,8,1,1,746,0,0
0.25,1,4,0,1,3,4,0,1601,0,0
0.10,4,7,1,1,9,1,0,879,0,0
0.77,5,10,1,1,6,3,1,2014,0,1
0.32,3,8,1,0,9,4,1,731,0,1
0.23,1,14,1,1,10,1,1,1783,0,0
0.20,3,5,1,1,4,4,0,1971,0,1
0.44,4,11,0,0,13,1,0,1493,1,1
0.81,4,2,1,1,5,2,0,1823,1,1
0.38,1,11,0,0,6,1,1,1230,0,1
0.74,1,3,0,1,11,3,0,2456,0,0
0.82,4,7,0,0,4,2,0,2363,0,1
0.09,1,1,1,0,13,2,1,1433,0,1
0.74,1,2,1,1,6,4,0,1317,0,1
0.58,2,0,1,0,8,3,0,1796,0,0
0.66,2,14,1,1,13,1,0,597,0,0
0.13,3,0,0,1,9,3,0,1451,0,0
0.87,3,4,1,1,12,1,0,413,0,0
0.56,3,5,1,1,7,4,0,1972,0,1
0.37,1,10,0,1,7,4,0,442,0,0
0.16,4,6,1,1,2,4,0,657,0,1
0.45,5,5,1,1,0,2,1,373,0,0
0.66,5,2,1,1,10,3,0,770,0,0
0.62,3,13,1,0,10,2,1,1628,0,1
0.79,4,0,1,1,7,1,0,2328,0,1
0.67,2,7,0,0,0,3,0,174,0,1
0.85,5,6,1,1,8,2,0,1279,0,0
0.80,5,3,1,0,7,2,0,426,0,1
0.05,5,3,1,1,7,1,0,1893,0,0
0.55,5,4,1,1,8,3,0,1321,0,0
0.99,2,2,0,1,2,1,0,1602,0,0
0.23,2,2,1,1,10,2,0,1502,0,0
0.54,4,3,1,1,4,2,1,1417,0,0
0.22,3,12,1,1,4,2,0,97,0,0
0.49,4,11,1,0,8,4,0,689,0,1
0.84,5,10,0,1,6,2,0,46,0,1
0.97,5,0,0,1,2,4,0,2138,0,1
0.49,2,10,1,1,5,4,1,1332,0,0
0.11,2,9,0,1,10,3,0,1347,0,0
0.34,4,13,1,1,0,4,0,123,0,0
0.01,2,11,1,1,8,3,0,2037,0,0
0.06,5,6,1,0,1,3,0,1152,0,1
0.39,3,1,1,1,13,1,0,677,0,0
0.37,5,3,0,1,6,1,0,1118,0,1
0.03,1,9,0,1,12,3,0,2298,1,1
0.48,2,8,1,1,6,4,0,2145,0,0
0.82,2,13,1,1,9,3,0,843,0,1
0.08,5,14,1,1,11,3,0,331,0,0
0.08,4,12,1,1,6,4,0,1491,0,0
0.85,1,8,1,0,11,3,0,1382,0,0
0.64,3,9,1,1,14,1,0,470,1,1
0.21,4,11,1,1,10,3,1,1997,1,1
0.18,3,9,1,1,11,3,1,1621,1,1
0.53,2,6,0,1,10,3,0,232,0,0
0.76,4,5,1,0,7,2,0,605,0,1
0.89,3,10,1,0,6,3,0,225,0,1
0.02,4,13,1,1,8,4,0,603,0,1
0.33,2,6,1,1,2,4,0,1881,0,0
0.89,2,7,0,1,10,2,0,1316,1,1
0.58,5,12,1,1,9,1,1,2475,0,1
0.80,4,7,1,1,5,2,0,419,0,0
0.80,1,14,1,1,1,2,0,1684,0,0
0.47,1,3,1,1,2,4,0,957,0,0
0.05,2,11,0,1,10,4,0,1938,0,0
0.22,5,1,1,1,12,2,0,743,0,0
0.70,3,9,1,1,2,1,0,423,0,0
0.00,3,6,1,0,14,3,0,1554,0,0
0.62,1,5,1,1,6,2,0,1574,0,0
0.80,4,14,0,0,4,2,0,107,0,1
0.06,4,10,0,1,9,4,0,1486,0,0
0.66,5,2,0,1,9,2,0,634,1,1
0.67,1,5,1,0,9,4,0,1491,0,1
0.72,4,13,1,1,9,2,1,1555,0,1
0.21,3,6,0,1,11,2,0,1248,0,1
0.80,3,3,1,1,2,4,0,484,0,0
0.32,1,9,1,1,7,4,0,1109,1,1
0.56,1,7,1,1,8,4,1,561,0,1
0.66,5,1,0,1,12,1,0,1948,0,1
0.32,4,2,0,1,4,1,1,1363,0,0
0.01,2,11,0,1,1,2,0,1588,0,0
0.68,4,6,1,1,11,1,1,2383,0,1
0.88,1,13,0,1,7,1,1,1716,0,0
0.93,2,6,0,0,3,4,0,1202,0,1
0.92,3,9,1,0,4,3,1,763,0,1
0.74,3,4,0,1,10,1,1,2076,0,0
0.38,4,12,0,1,9,3,0,22,0,0
0.49,3,6,1,0,4,3,1,105,0,0
0.07,5,10,1,0,9,3,0,309,0,0
0.61,1,1,0,1,14,3,0,832,0,1
0.29,4,10,1,0,5,3,0,1679,0,1
0.53,1,7,1,1,0,4,1,582,0,1
0.92,1,0,0,1,8,4,1,398,0,1
0.89,2,7,0,1,5,2,0,355,0,0
0.47,3,12,1,0,1,1,0,1398,1,1
0.11,4,9,1,1,4,1,0,1619,0,0
0.39,1,4,1,1,9,1,0,1030,0,0
0.56,3,4,1,1,7,3,0,1717,0,0
0.21,1,8,0,0,9,2,0,1617,0,1
0.43,5,13,1,1,1,2,0,0,0,0
0.90,4,12,1,1,11,2,0,175,1,1
0.69,1,3,0,1,6,3,0,1387,0,1
0.80,4,10,0,1,14,4,0,778,1,1
0.81,3,1,1,1,13,4,0,686,0,0
0.28,4,8,1,0,3,2,0,2410,0,0
0.58,5,14,1,1,11,4,1,1358,1,1
0.72,5,4,1,1,0,1,0,42,0,0
0.69,1,13,0,1,10,3,0,1364,0,1
0.07,5,4,1,0,2,4,0,321,0,0
0.89,3,2,0,0,14,3,0,2327,0,1
0.55,1,11,1,0,14,3,0,1005,0,1
0.07,5,11,1,1,4,1,0,945,1,0
0.18,4,10,1,1,4,4,1,1234,0,1
0.17,5,4,0,1,1,4,0,1310,0,0
0.62,1,11,1,0,4,4,1,688,0,1
0.99,3,13,0,1,0,3,1,225,0,1
0.05,5,12,1,0,3,4,0,1519,0,0
0.95,3,10,0,1,0,4,0,2433,0,1
0.96,3,0,1,1,11,2,1,1582,0,0
0.68,2,13,1,1,13,3,0,1364,0,0
0.17,4,1,0,1,11,3,0,581,0,0
0.21,3,7,1,1,12,2,1,1439,0,0
0.72,1,12,0,1,9,3,0,1066,0,1
0.20,3,3,1,0,12,4,0,499,0,1
0.88,1,10,1,0,0,1,0,696,0,0
0.67,1,12,1,0,8,1,0,1414,0,1
0.91,5,1,0,1,5,4,0,761,1,1
0.77,5,13,1,0,6,2,0,1791,0,1
0.78,4,4,0,1,8,2,0,1963,0,0
0.33,2,5,1,1,6,2,0,1779,0,0
0.03,3,6,0,1,12,2,0,2428,0,1
0.35,1,13,0,0,1,2,0,1759,0,1
0.33,1,13,1,1,14,4,1,266,0,0
0.11,4,9,0,1,13,2,1,1237,0,1
0.86,2,0,0,1,5,2,0,1297,0,0
0.65,2,4,1,1,4,2,0,1266,0,0
0.69,1,10,1,1,11,4,1,1603,1,1
0.97,1,2,1,1,9,2,0,1714,0,1
0.39,1,14,0,0,11,3,0,348,0,1
0.26,1,9,1,1,9,4,0,256,0,0
0.95,5,7,0,0,9,4,0,1878,0,1
0.97,1,4,1,1,9,1,1,2364,0,1
0.02,1,7,0,1,11,3,1,1719,0,1
0.89,4,12,0,0,12,2,0,1420,0,1
0.61,3,1,1,1,5,1,0,1319,0,0
0.47,4,1,1,0,13,1,0,2390,0,0
0.68,5,10,1,1,1,1,0,1195,0,0
0.33,3,13,0,1,1,1,1,1415,0,1
0.03,3,13,1,1,3,4,0,2068,0,0
0.93,2,12,1,1,10,1,0,324,0,1
0.97,1,7,1,1,10,3,0,2466,0,1
0.73,4,12,1,1,10,2,0,966,0,0
0.27,5,9,0,1,4,3,0,267,0,0
0.63,5,13,0,1,0,4,0,2411,1,1
0.86,4,1,1,1,0,2,0,673,0,1
0.61,1,12,1,0,8,3,0,1148,0,1
0.08,5,0,1,1,4,2,0,1884,0,0
0.87,2,10,1,1,4,3,0,1809,0,0
0.65,1,9,1,1,13,1,0,1095,1,0
0.20,1,11,1,1,1,2,0,2202,1,0
0.13,2,13,0,0,14,4,0,2206,0,1
0.21,4,5,0,1,3,4,0,446,1,1
0.25,2,11,1,1,4,2,1,1369,0,0
0.59,5,7,1,1,14,3,0,1241,0,0
1.00,3,6,1,1,11,1,0,240,0,0
0.72,1,13,1,1,10,2,0,1813,1,1
0.97,3,4,1,1,1,1,0,338,1,0
0.82,5,10,1,0,2,4,0,908,0,0
0.29,4,12,0,1,12,3,0,249,0,1
0.92,4,14,1,1,7,4,0,1247,0,1
0.27,4,10,1,0,9,4,1,2337,0,1
0.73,1,13,0,1,6,2,1,888,0,1
0.97,2,7,0,1,3,3,0,653,0,1
0.44,2,1,1,1,13,4,0,1340,0,0
0.46,5,6,0,1,6,4,1,680,0,1
0.20,5,11,1,0,2,2,0,290,0,0
0.70,1,2,1,0,1,3,0,1954,0,0
0.55,1,11,1,0,2,3,0,334,0,0
0.98,5,8,1,1,13,4,0,625,0,1
0.72,5,4,1,1,6,4,0,703,0,1
0.36,4,4,0,1,5,4,1,607,0,0
0.84,4,14,1,1,5,1,0,1646,0,0
0.58,5,3,1,0,3,4,0,1161,1,1
0.43,1,10,1,0,12,2,0,1163,1,1
0.52,1,10,1,1,10,4,0,1556,0,0
0.44,5,11,1,1,3,1,0,1420,0,0
0.14,5,4,1,1,10,4,0,2375,0,0
0.68,1,10,1,1,5,3,1,263,0,1
0.63,4,1,0,0,10,3,1,1979,0,1
0.11,1,10,1,1,6,2,0,163,0,0
0.64,1,9,1,1,10,2,0,2216,0,0
0.68,5,9,1,1,6,2,1,1820,0,1
0.48,4,11,0,1,0,4,1,1669,0,1
0.25,5,11,1,1,12,1,0,609,0,0
0.51,5,7,1,1,0,3,0,1290,0,0
0.31,4,5,1,1,14,3,0,2295,1,1
0.21,1,13,1,0,10,4,0,408,0,0
0.33,5,10,1,1,14,1,0,1540,0,0
0.60,1,9,0,0,8,4,0,1291,1,1
0.81,3,3,0,1,2,2,0,1815,0,1
0.99,3,8,1,0,1,4,0,842,0,1
0.12,2,1,1,1,13,3,0,1337,0,0
0.95,4,13,0,1,1,3,0,271,0,0
0.05,2,3,1,1,6,4,0,1228,0,0
0.08,2,1,1,0,1,3,1,2387,0,0
0.56,4,5,1,1,5,2,1,526,0,0
0.13,2,12,0,1,5,2,0,1060,0,0
0.35,4,3,1,1,14,3,0,1578,0,0
0.20,3,6,1,1,3,4,0,1339,1,1
0.32,1,4,1,0,9,3,0,2371,0,0
0.90,4,0,1,1,14,3,0,787,0,1
0.71,4,10,1,1,0,1,0,1475,1,1
0.70,2,13,0,0,6,2,1,1420,0,1
0.51,2,8,1,1,9,4,0,570,0,0
0.25,4,3,1,0,12,1,0,892,0,0
0.46,5,10,1,0,12,1,0,782,1,1
0.46,1,0,1,1,7,4,1,1060,0,0
0.10,3,6,1,1,8,4,1,706,0,1
0.18,4,5,0,1,10,2,0,2407,0,1
0.42,1,3,1,0,3,4,0,1193,0,0
0.55,4,5,1,1,0,4,0,248,0,0
0.89,5,0,1,1,12,4,0,2348,0,1
0.47,2,8,0,1,1,3,0,2067,0,0
0.71,2,6,1,1,3,2,0,899,0,0
0.64,5,2,0,0,1,1,0,1340,0,1
0.51,3,6,1,1,10,1,0,1329,1,0
0.42,2,11,1,1,7,2,1,1400,0,1
0.03,5,7,0,0,9,3,0,36,0,1
0.56,1,0,1,0,2,1,0,605,0,0
0.83,4,2,1,1,6,2,1,2442,0,1
0.13,3,4,1,1,14,3,0,1099,0,0
0.03,1,11,1,1,4,1,0,727,0,0
0.41,4,0,1,1,6,3,0,1522,0,1
0.01,5,9,0,0,10,2,0,550,0,1
0.87,4,8,1,0,8,4,0,1176,0,1
0.15,5,0,0,1,3,3,0,1073,0,0
0.56,2,2,1,1,2,2,0,131,0,0
0.92,3,14,1,1,6,1,1,2210,0,1
0.24,3,5,1,1,4,4,1,753,0,0
0.18,5,9,1,1,5,3,0,1494,1,1
0.34,4,2,1,0,6,1,0,1900,0,0
0.76,2,9,1,1,12,4,0,1815,0,1
0.12,1,7,1,1,4,1,0,2355,0,0
0.05,2,1,1,0,4,4,0,1647,0,0
0.68,2,14,0,0,14,4,1,1337,0,1
0.88,2,1,0,1,14,1,0,542,0,1
0.75,4,5,1,0,9,4,0,1774,0,1
0.70,2,14,1,1,10,4,0,2120,0,0
0.93,2,12,1,0,3,4,0,2349,0,1
0.52,5,12,1,1,1,1,0,583,0,0
0.84,4,3,1,1,12,3,1,1708,0,1
0.55,3,14,1,1,12,3,0,1690,0,0
0.07,3,0,1,1,7,1,0,1061,0,0
0.52,1,14,1,1,0,4,0,1664,0,0
0.58,2,11,0,1,12,1,0,1440,0,1
0.35,2,8,1,1,8,4,0,220,0,0
0.88,3,11,0,1,9,3,0,881,0,1
0.80,5,14,1,1,7,3,0,1651,0,1
0.47,1,4,1,1,1,4,0,1978,0,0
0.18,4,6,1,0,1,2,0,922,0,0
0.99,1,1,0,1,1,1,0,2164,0,0
0.58,4,13,1,1,7,2,0,392,0,0
0.13,2,12,1,0,11,4,1,1034,0,1
0.64,1,5,1,0,10,3,0,441,0,0
0.66,3,1,1,0,11,1,1,1261,0,1
0.96,4,1,1,1,11,1,0,1753,0,0
0.89,3,13,0,0,3,3,0,2287,0,1
0.19,3,12,1,1,9,4,0,1481,0,1
0.02,1,7,1,1,6,4,0,2336,0,0
0.81,5,4,1,0,6,2,1,1097,0,1
0.09,5,11,1,0,1,2,0,1321,0,1
0.71,3,0,1,1,10,1,1,1940,0,0
0.16,2,4,1,0,8,1,1,1484,1,1
0.79,2,1,1,1,11,1,1,1637,0,1
0.51,4,0,1,0,12,4,0,922,0,0
0.43,3,3,1,1,7,3,0,977,0,0
0.13,4,4,1,0,7,1,0,191,1,0
0.12,2,14,1,1,0,1,1,1287,0,0
0.42,5,10,1,0,2,2,0,2180,0,0
0.04,2,9,0,1,2,3,0,1600,0,1
0.81,1,9,1,1,6,4,0,346,1,1
0.59,3,1,0,0,10,1,0,522,0,0
0.76,1,0,1,1,0,1,1,2120,0,0
0.12,4,8,1,0,13,3,0,1879,0,1
0.15,4,13,1,1,13,4,0,13,1,0
0.19,1,14,1,0,4,2,1,775,0,0
0.47,1,14,0,0,5,1,0,1533,0,0
0.99,1,6,1,1,13,2,1,2099,0,0
0.97,1,10,0,1,1,3,0,2194,0,0
0.51,1,5,1,1,4,2,1,287,0,0
0.77,2,6,0,1,2,3,0,186,1,1
0.35,3,11,0,1,1,3,0,259,0,1
0.60,4,4,1,0,9,3,0,1279,0,1
0.45,3,11,0,1,7,4,0,1452,0,1
0.71,2,8,0,0,11,1,0,1466,1,1
0.79,5,1,1,1,7,1,0,482,0,0
0.77,1,10,1,1,5,2,1,1754,0,0
0.87,5,10,1,0,11,1,0,680,1,1
0.72,5,13,0,1,6,1,0,1062,0,1
0.05,5,1,1,1,4,3,0,2230,0,0
0.91,4,11,0,0,12,4,0,1877,0,1
0.52,4,12,0,0,4,3,0,1923,0,1
0.01,3,8,1,0,7,2,0,1624,0,1
0.05,4,1,1,1,8,1,0,561,0,0
1.00,3,12,0,1,12,1,1,1424,1,1
0.64,5,10,1,1,5,1,0,1367,1,1
0.40,5,13,0,0,13,2,0,2046,0,1
0.75,2,6,1,0,13,2,1,1444,0,1
0.19,1,0,1,1,11,1,0,586,0,0
0.58,1,8,1,0,2,2,0,1258,0,0
0.52,3,9,1,1,1,2,1,1043,0,0
0.96,5,3,1,1,2,1,0,2027,0,0
0.31,5,10,1,1,5,2,0,1073,1,0
0.84,2,4,1,0,9,4,0,242,0,0
0.15,1,5,1,0,13,2,1,2228,0,0
0.82,2,5,1,0,1,3,1,1829,0,1
0.90,2,1,0,1,0,1,1,1837,0,0
0.98,4,1,0,1,3,3,0,1746,0,1
0.63,5,14,0,0,5,4,0,1018,0,1
0.37,3,8,0,1,2,2,0,1698,0,0
0.36,2,5,0,1,12,1,1,2262,1,1
0.79,3,4,0,1,4,3,1,621,0,1
0.43,2,4,1,1,13,3,0,2081,0,0
0.24,3,6,1,0,2,3,0,2276,0,1
0.41,5,5,1,1,10,3,0,1097,0,1
0.64,5,13,0,1,2,2,0,1968,0,1
0.34,4,8,1,1,2,2,0,2195,0,0
0.85,3,7,1,0,8,3,1,2090,0,1
0.42,3,9,1,0,11,3,0,709,0,1
0.56,1,14,0,1,7,1,1,723,0,0
0.15,2,2,1,0,6,1,0,1716,0,1
0.01,5,4,1,0,2,4,0,1396,0,0
0.79,2,6,1,1,13,3,0,1453,0,0
0.77,3,6,1,1,11,4,0,2238,1,1
0.27,3,6,1,1,4,4,0,378,0,0
0.63,1,7,0,1,12,2,0,1858,0,1
0.68,5,8,1,1,13,2,0,1351,0,0
1.00,1,11,0,1,2,2,0,1173,0,0
0.63,2,13,1,1,14,1,0,182,0,0
0.37,1,4,1,1,10,1,1,1630,0,0
0.16,2,6,1,1,14,3,1,489,0,0
0.00,2,12,1,1,13,1,0,2136,0,0
0.99,3,6,1,0,11,4,0,527,0,1
0.31,5,9,1,1,11,1,0,2150,0,0
0.21,3,0,1,1,8,3,0,1423,0,0
0.85,2,2,1,0,9,4,0,19,0,1
0.13,2,11,1,1,11,2,0,1377,0,0
