seller_age_days,verification_level,total_orders,seller_return_rate,seller_dispute_rate,wrong_item_rate,damaged_item_rate,avg_product_price,refund_before_inspection,negative_feedback_rate,seller_risk_label
1871,2,4651,0.74,0.31,0.33,0.02,12718.16,0,0.04,0
266,2,4341,0.68,0.11,0.08,0.05,2951.03,0,0.27,0
1696,0,1973,0.27,0.36,0.30,0.37,5265.03,1,0.37,1
1979,1,2809,0.85,0.28,0.38,0.13,10717.94,1,0.34,1
791,1,332,0.06,0.40,0.03,0.38,1413.93,1,0.17,0
1116,0,2985,0.56,0.40,0.23,0.13,414.03,1,0.38,1
681,0,3320,0.12,0.08,0.23,0.09,7790.19,1,0.46,0
1637,1,635,0.94,0.43,0.35,0.14,3700.87,0,0.16,1
482,1,3183,0.19,0.39,0.29,0.00,12003.04,0,0.26,0
1149,2,1816,0.97,0.12,0.22,0.26,12881.92,0,0.25,0
590,2,3420,0.44,0.46,0.34,0.08,10500.38,0,0.35,1
1289,1,1023,0.65,0.40,0.20,0.22,13236.48,1,0.54,1
1404,1,1249,0.61,0.24,0.26,0.16,6951.61,1,0.56,1
1970,2,4739,0.11,0.11,0.12,0.11,10119.69,0,0.07,0
1093,2,3130,0.90,0.32,0.13,0.04,11984.60,0,0.00,0
241,1,593,0.18,0.48,0.34,0.09,12742.69,1,0.44,1
134,0,430,0.82,0.15,0.05,0.25,12231.27,0,0.59,1
903,0,1071,0.33,0.38,0.34,0.25,1617.76,1,0.37,1
113,0,857,0.07,0.39,0.14,0.11,3577.09,1,0.10,1
1252,1,954,0.26,0.25,0.19,0.35,4797.50,0,0.44,0
1149,2,4114,0.94,0.27,0.03,0.16,9878.13,1,0.47,1
1578,2,4190,0.74,0.44,0.12,0.36,10501.92,1,0.38,1
600,2,629,0.03,0.06,0.16,0.08,14685.67,0,0.14,0
1388,1,4084,0.92,0.32,0.11,0.35,13476.48,0,0.03,0
1885,0,136,0.55,0.04,0.00,0.28,4295.42,0,0.53,1
732,2,2354,0.56,0.09,0.33,0.30,2213.08,1,0.30,1
1082,1,3353,0.21,0.02,0.08,0.06,1663.50,1,0.54,1
1357,1,2714,0.11,0.46,0.06,0.30,6882.07,0,0.53,0
579,1,449,0.73,0.33,0.29,0.11,13893.16,0,0.44,1
1537,0,2079,0.97,0.44,0.10,0.11,3669.11,0,0.11,0
888,2,4399,0.36,0.47,0.13,0.31,8084.89,1,0.06,0
160,2,3540,0.18,0.41,0.28,0.29,4704.03,1,0.33,1
190,0,1205,0.76,0.44,0.02,0.38,13128.27,0,0.36,1
1182,2,1859,0.25,0.34,0.10,0.35,8868.97,1,0.15,1
301,0,2469,0.36,0.27,0.10,0.38,8479.48,1,0.03,0
657,0,2795,0.05,0.30,0.16,0.35,8404.40,1,0.28,1
288,2,2563,0.98,0.18,0.10,0.27,1764.62,0,0.22,0
513,1,375,0.52,0.14,0.21,0.12,14542.57,1,0.55,1
91,1,2171,0.03,0.38,0.14,0.01,9950.65,1,0.48,1
965,1,3532,0.67,0.18,0.04,0.32,7007.78,0,0.12,0
454,2,4829,0.56,0.19,0.10,0.37,9212.80,0,0.05,0
988,0,4522,0.76,0.18,0.24,0.35,12231.97,0,0.11,1
1577,0,2705,0.10,0.32,0.04,0.29,11602.22,0,0.36,1
1848,0,4951,0.99,0.01,0.27,0.37,2160.41,0,0.56,1
1640,0,2922,0.13,0.00,0.25,0.10,14158.48,1,0.44,0
761,2,3985,0.22,0.30,0.30,0.02,3200.63,0,0.31,1
1359,0,3155,0.23,0.27,0.31,0.12,1043.10,1,0.11,1
1705,0,4438,0.59,0.17,0.23,0.30,15254.09,1,0.41,1
1226,0,2844,0.29,0.05,0.06,0.23,9057.69,0,0.41,0
1108,2,1002,0.95,0.36,0.23,0.32,9716.01,0,0.20,1
319,2,1868,0.65,0.25,0.26,0.32,547.45,0,0.24,1
402,2,4164,0.90,0.11,0.01,0.11,12164.37,0,0.02,0
1530,1,3500,0.36,0.04,0.03,0.26,6971.79,0,0.04,0
1435,1,96,0.36,0.17,0.06,0.36,6973.75,1,0.42,1
1974,2,2973,0.46,0.27,0.22,0.13,2895.46,0,0.05,0
593,1,1948,0.27,0.11,0.38,0.27,13649.10,0,0.46,1
1401,1,2361,0.68,0.29,0.09,0.38,13811.29,0,0.06,1
1275,1,569,0.74,0.23,0.09,0.05,4702.18,1,0.56,1
922,2,2705,0.96,0.22,0.28,0.09,5012.95,1,0.54,1
1120,2,3031,0.50,0.46,0.16,0.30,3200.39,1,0.54,1
1159,0,357,0.94,0.13,0.30,0.12,6463.02,1,0.30,1
1693,2,1447,0.82,0.06,0.04,0.18,2085.65,0,0.55,0
1805,0,1274,0.78,0.13,0.08,0.01,15238.57,0,0.59,1
772,1,3267,0.92,0.15,0.02,0.39,8671.54,1,0.10,1
608,0,3758,0.72,0.10,0.40,0.18,9533.38,1,0.07,1
729,2,2284,0.53,0.42,0.02,0.11,2119.52,1,0.05,1
926,0,2845,0.61,0.47,0.39,0.36,13644.35,1,0.26,1
406,0,1247,0.20,0.12,0.15,0.28,11668.86,0,0.53,0
587,0,610,0.72,0.13,0.16,0.07,10509.16,1,0.39,1
307,0,4316,0.72,0.03,0.31,0.27,9639.94,1,0.46,1
1354,1,1579,0.98,0.12,0.05,0.19,12813.16,0,0.34,1
1040,0,3258,0.13,0.04,0.31,0.37,6758.86,1,0.13,1
153,0,4333,0.91,0.39,0.02,0.01,10855.22,1,0.23,1
1233,0,175,0.62,0.24,0.09,0.26,5509.53,0,0.16,1
1098,2,12,0.64,0.06,0.20,0.40,12922.57,1,0.23,1
707,1,4407,0.89,0.48,0.05,0.21,7943.74,1,0.30,1
251,2,29,0.03,0.33,0.36,0.26,3115.78,0,0.02,1
1151,2,693,0.03,0.24,0.03,0.00,348.47,1,0.37,0
484,0,3839,0.55,0.04,0.23,0.06,13930.16,0,0.30,0
1636,2,1287,0.20,0.26,0.26,0.01,8425.30,0,0.03,0
1712,1,3354,0.17,0.33,0.37,0.27,7481.52,0,0.18,0
740,1,4755,0.65,0.38,0.13,0.31,12050.98,1,0.13,1
108,2,3418,0.26,0.39,0.29,0.18,2711.36,0,0.19,0
1279,0,4736,0.81,0.01,0.02,0.26,12231.65,0,0.53,1
210,0,3293,0.60,0.15,0.30,0.11,14562.59,1,0.54,1
1746,1,1121,0.64,0.18,0.15,0.08,1698.29,0,0.47,0
3,1,3276,0.47,0.04,0.09,0.25,6495.70,0,0.46,0
1511,0,1313,0.06,0.45,0.23,0.12,1599.81,0,0.21,1
1302,2,4267,0.97,0.01,0.37,0.20,7331.26,1,0.21,0
452,0,2557,0.35,0.36,0.27,0.08,4064.54,1,0.08,1
1097,1,1008,0.18,0.13,0.38,0.08,14310.61,1,0.36,0
1942,0,1784,0.33,0.38,0.08,0.06,13466.25,0,0.09,1
1571,1,476,0.58,0.34,0.21,0.16,10560.96,0,0.38,1
187,2,3304,0.03,0.05,0.24,0.13,4465.97,0,0.33,1
1926,2,2945,0.51,0.08,0.11,0.20,12836.21,1,0.31,1
465,0,453,0.39,0.33,0.39,0.12,11935.62,1,0.48,1
22,0,4825,0.52,0.24,0.02,0.35,672.68,1,0.03,1
1649,0,4980,0.80,0.28,0.30,0.27,2575.92,0,0.14,1
1244,2,13,0.65,0.29,0.38,0.10,5101.00,0,0.51,1
1213,2,4043,0.83,0.13,0.05,0.30,5300.50,1,0.29,0
1723,0,1205,0.49,0.14,0.32,0.05,12225.29,0,0.06,0
725,0,1259,0.14,0.45,0.10,0.22,6903.79,0,0.34,1
72,2,2422,0.65,0.10,0.17,0.33,5382.95,0,0.10,0
868,0,1163,0.72,0.29,0.35,0.35,8157.77,0,0.22,1
1762,1,3332,0.34,0.08,0.22,0.12,13665.65,1,0.29,0
13,0,2041,0.50,0.45,0.39,0.14,5878.65,0,0.54,1
191,0,4151,0.65,0.43,0.02,0.26,4345.84,1,0.25,1
1187,2,4183,0.45,0.07,0.26,0.22,3863.24,0,0.45,0
534,2,313,0.53,0.22,0.25,0.29,13027.90,1,0.02,1
759,0,4863,0.05,0.22,0.24,0.34,11669.56,0,0.08,0
921,1,4298,0.63,0.35,0.36,0.23,6757.80,1,0.26,1
1244,2,1453,0.54,0.36,0.25,0.19,10113.58,1,0.42,1
1734,0,550,0.33,0.31,0.12,0.24,10206.26,1,0.34,1
1453,2,1776,0.20,0.43,0.34,0.03,9969.66,0,0.08,0
638,2,19,0.44,0.26,0.15,0.01,1688.83,0,0.06,1
1029,0,3107,0.07,0.35,0.19,0.32,581.77,0,0.47,1
1508,2,363,0.23,0.45,0.34,0.22,4684.93,1,0.01,0
825,0,4105,0.69,0.44,0.02,0.28,12854.32,1,0.45,1
883,1,1351,0.23,0.26,0.38,0.19,1300.90,0,0.56,0
793,2,1385,0.20,0.40,0.10,0.38,14484.54,0,0.37,1
1586,2,4575,0.93,0.04,0.09,0.25,3987.19,1,0.37,1
60,2,3013,0.11,0.16,0.24,0.34,11905.07,0,0.51,0
304,0,2552,0.68,0.27,0.02,0.03,4316.65,1,0.46,1
1095,0,3816,0.27,0.17,0.03,0.18,2757.17,0,0.17,0
1903,2,2801,0.55,0.00,0.33,0.29,7875.27,1,0.46,1
1534,1,1059,0.82,0.00,0.02,0.21,14351.27,1,0.57,1
1830,2,2955,0.05,0.44,0.30,0.22,11335.56,1,0.51,1
260,2,2947,0.57,0.10,0.26,0.15,5426.10,1,0.02,1
1598,1,4813,0.58,0.09,0.16,0.18,2980.71,0,0.45,1
1088,0,3343,0.34,0.30,0.17,0.12,1124.43,0,0.09,0
165,2,996,0.90,0.44,0.20,0.36,13930.51,0,0.37,1
1858,1,4184,0.55,0.45,0.23,0.40,7923.95,1,0.12,1
2,1,1933,0.76,0.13,0.32,0.14,8368.59,1,0.44,1
1013,0,465,0.11,0.08,0.08,0.06,4391.46,1,0.26,0
401,1,3094,0.93,0.30,0.17,0.15,11881.53,1,0.23,1
1543,1,1325,0.56,0.32,0.06,0.29,5367.44,0,0.48,0
190,0,609,0.89,0.23,0.19,0.13,10292.26,0,0.44,1
1287,1,2641,0.88,0.03,0.34,0.13,11694.00,0,0.47,1
163,0,4641,0.24,0.14,0.05,0.06,14761.60,0,0.57,0
795,1,2609,0.77,0.40,0.20,0.39,8870.43,1,0.21,1
1850,2,56,0.34,0.43,0.29,0.36,5222.46,1,0.21,0
1950,1,1503,0.03,0.23,0.27,0.23,4382.84,0,0.51,1
982,1,4461,0.02,0.29,0.18,0.05,3177.22,0,0.11,0
1990,0,1479,0.98,0.24,0.07,0.19,13204.90,0,0.46,1
1827,0,1495,0.86,0.04,0.09,0.02,4143.37,1,0.20,1
50,2,4794,0.06,0.16,0.12,0.36,11969.52,1,0.39,1
870,2,1312,0.10,0.36,0.39,0.34,487.51,1,0.56,1
238,1,1644,0.25,0.34,0.34,0.25,11610.40,0,0.20,0
98,2,2887,0.40,0.25,0.34,0.39,5686.36,0,0.39,1
1587,0,2544,0.96,0.41,0.40,0.03,13580.19,1,0.17,1
56,2,2252,0.52,0.36,0.08,0.19,9372.79,1,0.17,1
1725,2,3296,0.62,0.31,0.21,0.30,14409.80,1,0.39,1
162,0,513,0.87,0.49,0.38,0.12,4661.32,0,0.43,1
843,0,886,0.19,0.45,0.08,0.21,6539.06,1,0.54,1
1117,2,32,0.90,0.29,0.30,0.28,12995.92,1,0.43,1
1486,1,1420,0.04,0.20,0.26,0.31,14044.54,0,0.20,0
1939,1,752,0.31,0.45,0.15,0.02,13400.98,1,0.59,0
1061,2,2615,0.87,0.16,0.17,0.28,595.66,1,0.53,1
72,1,2726,0.80,0.22,0.11,0.39,11742.34,0,0.29,1
1677,0,1066,0.95,0.12,0.27,0.10,12149.76,0,0.43,1
1299,1,4230,0.61,0.20,0.05,0.25,2105.97,0,0.58,0
765,2,1759,0.44,0.29,0.20,0.07,6289.46,0,0.42,0
578,0,1280,0.03,0.23,0.08,0.34,11034.08,0,0.50,0
1656,0,1638,0.61,0.22,0.17,0.09,14513.63,1,0.38,1
1277,1,2865,0.55,0.00,0.19,0.11,13876.84,0,0.50,0
1905,0,1275,0.63,0.25,0.14,0.21,1467.06,0,0.31,1
434,1,3755,0.78,0.06,0.03,0.25,10754.39,0,0.25,0
1782,1,2056,0.26,0.14,0.09,0.27,6773.10,0,0.20,0
1513,0,4591,0.00,0.15,0.29,0.13,7057.83,0,0.13,0
1015,1,3140,0.69,0.15,0.17,0.35,1071.36,0,0.27,0
1347,0,1542,0.82,0.26,0.26,0.37,1723.74,1,0.13,0
565,1,3481,0.27,0.07,0.03,0.25,2508.85,0,0.36,1
504,1,2472,0.78,0.36,0.30,0.35,637.82,0,0.37,1
1966,1,183,0.51,0.30,0.06,0.34,6582.17,1,0.33,1
1822,0,4976,0.31,0.23,0.36,0.40,12510.33,1,0.59,1
155,0,1058,0.34,0.19,0.17,0.22,3861.46,1,0.35,1
691,0,760,0.62,0.36,0.27,0.02,14945.09,0,0.16,1
1415,2,895,0.59,0.13,0.06,0.15,9102.93,0,0.25,0
769,1,3167,0.88,0.16,0.16,0.24,9794.64,0,0.08,0
1787,2,2207,0.07,0.42,0.30,0.38,13651.84,1,0.17,0
1687,0,4491,0.08,0.38,0.13,0.14,11227.08,1,0.05,0
1994,2,1116,0.09,0.10,0.09,0.17,11441.72,1,0.20,0
1003,2,4970,0.07,0.49,0.04,0.06,8391.70,0,0.02,0
1075,0,2406,0.39,0.35,0.08,0.18,14407.01,1,0.21,1
139,1,994,0.15,0.22,0.33,0.23,4937.59,1,0.49,1
1042,1,4686,0.63,0.14,0.37,0.21,11000.45,1,0.30,0
636,0,2615,0.28,0.17,0.16,0.40,13464.41,0,0.47,0
732,1,4687,0.90,0.45,0.07,0.12,5286.77,1,0.37,1
868,0,1938,0.01,0.35,0.39,0.08,11107.90,1,0.06,1
1307,1,594,0.86,0.24,0.03,0.25,11560.09,1,0.55,1
264,2,2504,0.82,0.49,0.38,0.11,13534.54,1,0.30,1
1208,0,4709,0.14,0.39,0.29,0.35,4399.02,0,0.52,1
637,0,3839,0.18,0.27,0.05,0.32,908.19,0,0.52,0
128,0,4743,0.98,0.37,0.02,0.39,13072.66,0,0.39,1
792,2,2263,0.42,0.10,0.19,0.03,12045.66,1,0.37,1
1333,2,331,0.98,0.12,0.05,0.21,1137.44,1,0.40,1
1917,0,1071,0.09,0.39,0.33,0.27,8937.08,1,0.25,1
1382,0,1101,0.61,0.02,0.40,0.16,15112.32,1,0.32,1
181,0,212,0.55,0.11,0.38,0.37,8568.09,1,0.26,1
170,0,2759,0.18,0.49,0.15,0.30,15038.56,0,0.42,1
9,0,4280,0.72,0.39,0.33,0.01,6313.18,0,0.09,1
217,2,991,0.79,0.03,0.09,0.00,7987.35,0,0.33,0
1484,1,1248,0.68,0.49,0.15,0.28,8183.17,1,0.45,1
424,1,2372,0.25,0.06,0.29,0.38,13909.46,0,0.48,1
1525,0,297,0.76,0.13,0.10,0.15,649.05,0,0.27,0
600,1,4185,0.50,0.15,0.28,0.16,9739.92,0,0.34,1
101,2,4565,0.84,0.47,0.01,0.39,10303.90,0,0.40,1
1298,1,4673,0.55,0.39,0.05,0.34,5302.57,0,0.05,0
813,1,1919,0.05,0.07,0.13,0.16,1100.92,0,0.56,0
88,2,4348,0.47,0.11,0.02,0.04,2085.31,0,0.53,0
1519,2,4127,0.50,0.22,0.07,0.18,2558.86,0,0.07,0
33,2,3286,0.60,0.19,0.25,0.09,4937.38,0,0.35,1
1960,1,1990,0.62,0.39,0.31,0.02,5696.07,1,0.20,0
180,0,4294,0.29,0.08,0.16,0.38,6627.95,0,0.37,1
1751,2,3837,0.75,0.15,0.08,0.27,13153.42,1,0.21,0
690,0,1987,0.90,0.13,0.36,0.39,11454.06,1,0.00,1
1817,0,2679,0.63,0.16,0.39,0.29,9133.84,1,0.15,1
802,2,85,0.24,0.14,0.32,0.06,14765.53,0,0.41,0
1626,2,3924,0.95,0.01,0.02,0.13,9603.56,0,0.57,0
1474,2,1020,0.18,0.12,0.15,0.27,6241.88,1,0.06,0
1786,1,2668,0.64,0.28,0.24,0.34,13542.97,0,0.55,1
414,0,3183,0.10,0.29,0.39,0.36,11145.90,1,0.54,1
559,2,75,0.82,0.26,0.16,0.31,6451.20,0,0.37,1
1973,2,1623,0.54,0.42,0.36,0.21,11588.61,1,0.31,1
1147,2,4754,0.16,0.42,0.12,0.12,14028.91,1,0.33,0
1029,2,1096,0.25,0.35,0.15,0.36,9188.88,1,0.01,1
1126,1,4458,0.66,0.31,0.21,0.36,11502.02,0,0.55,1
916,1,1373,0.53,0.09,0.15,0.10,6117.54,0,0.18,0
1705,1,4069,0.56,0.50,0.20,0.33,8881.53,1,0.21,1
1691,1,894,0.96,0.44,0.15,0.24,8206.57,0,0.15,0
823,0,1747,0.85,0.21,0.30,0.27,13094.26,0,0.58,1
432,1,1801,0.20,0.25,0.06,0.19,10588.68,0,0.35,0
346,2,837,0.43,0.09,0.03,0.20,2617.89,0,0.20,0
1111,1,2866,0.62,0.30,0.31,0.11,12543.09,0,0.09,0
1881,2,949,0.57,0.05,0.09,0.24,3610.93,0,0.50,0
213,2,2615,0.09,0.37,0.13,0.11,2353.36,1,0.08,0
1178,0,4144,0.38,0.00,0.05,0.28,13444.25,1,0.41,1
1149,1,204,0.18,0.31,0.10,0.20,9703.04,0,0.34,1
1568,0,3350,0.67,0.41,0.39,0.03,14241.24,0,0.43,1
1027,0,3196,0.67,0.27,0.35,0.24,12996.60,0,0.11,1
1885,0,472,0.48,0.39,0.33,0.16,14624.93,1,0.27,1
648,1,2851,0.84,0.13,0.11,0.26,781.73,1,0.56,0
1668,1,1693,0.28,0.40,0.13,0.38,14132.78,0,0.46,1
436,2,4430,0.20,0.50,0.31,0.39,14738.92,0,0.40,1
24,1,2216,0.66,0.04,0.37,0.07,8378.35,1,0.23,1
565,0,3290,0.81,0.41,0.07,0.25,14653.61,0,0.48,1
1529,0,2140,0.92,0.34,0.14,0.03,8278.18,0,0.04,0
1982,0,3200,0.89,0.30,0.30,0.18,9324.74,1,0.40,1
1116,2,1442,0.61,0.05,0.03,0.22,4936.79,0,0.09,0
775,2,1901,0.59,0.22,0.31,0.31,5041.17,1,0.05,1
1486,0,2983,0.21,0.18,0.32,0.24,6373.98,0,0.01,0
973,2,3658,0.61,0.41,0.35,0.34,13229.54,1,0.04,1
1582,0,4325,0.51,0.30,0.32,0.13,2590.24,1,0.26,1
1374,2,2222,0.29,0.09,0.33,0.21,9620.95,1,0.31,0
804,1,2006,0.50,0.16,0.18,0.25,14208.40,1,0.48,1
919,1,2140,0.89,0.04,0.11,0.15,11182.29,1,0.49,1
480,0,958,0.81,0.43,0.12,0.01,5259.91,1,0.49,1
262,2,677,0.44,0.29,0.24,0.33,14789.40,0,0.03,1
974,2,3221,0.30,0.12,0.10,0.23,1626.08,1,0.50,0
1197,1,1447,0.97,0.12,0.16,0.19,1501.16,0,0.03,0
246,0,639,0.63,0.11,0.09,0.31,4603.53,1,0.49,1
942,2,3066,0.53,0.12,0.34,0.15,10036.33,0,0.54,0
556,1,3812,0.97,0.39,0.16,0.19,586.25,0,0.55,1
231,2,4206,0.52,0.44,0.33,0.04,2733.15,1,0.49,1
983,1,1819,0.67,0.41,0.05,0.38,3929.46,1,0.47,1
378,0,2518,0.76,0.35,0.21,0.11,12302.71,1,0.13,1
1998,0,3172,0.24,0.08,0.08,0.35,10672.24,0,0.45,0
1174,1,2590,0.53,0.38,0.14,0.34,10835.68,0,0.15,0
655,0,2441,0.14,0.08,0.32,0.32,3517.85,1,0.24,0
1488,2,4648,0.27,0.29,0.34,0.07,13113.54,0,0.39,1
155,1,413,0.99,0.17,0.11,0.25,8171.51,1,0.31,1
526,1,1386,0.52,0.15,0.09,0.37,13950.57,1,0.15,0
1665,2,4813,0.39,0.28,0.01,0.02,9931.96,0,0.18,0
1919,2,1575,0.78,0.01,0.01,0.05,2098.74,0,0.14,0
1116,0,756,0.70,0.01,0.13,0.18,302.72,1,0.06,0
793,0,1399,0.57,0.36,0.04,0.04,9029.92,1,0.38,1
181,0,3448,0.19,0.36,0.31,0.15,14131.97,1,0.56,1
800,2,1592,0.03,0.28,0.17,0.14,7620.26,1,0.39,1
1705,1,3091,0.21,0.00,0.35,0.04,9418.39,0,0.08,0
821,1,3618,0.28,0.16,0.31,0.10,5042.43,1,0.18,0
1356,0,344,0.44,0.18,0.03,0.07,9984.31,0,0.26,0
1040,2,3015,0.36,0.35,0.29,0.21,8087.81,0,0.13,0
766,1,3099,0.93,0.38,0.10,0.01,1938.38,0,0.04,0
1071,0,4247,0.97,0.34,0.23,0.04,1509.58,0,0.11,1
1305,0,3646,0.44,0.20,0.16,0.15,4872.99,0,0.39,1
1679,1,4041,0.28,0.45,0.37,0.03,6582.40,0,0.00,0
1757,0,3616,0.06,0.01,0.10,0.02,6273.90,0,0.27,0
363,1,3280,0.41,0.34,0.30,0.15,14250.24,1,0.21,0
1277,1,3915,0.25,0.08,0.03,0.39,6972.07,1,0.55,1
302,1,685,0.74,0.14,0.34,0.16,3496.23,1,0.23,0
1721,2,2086,0.13,0.20,0.39,0.31,3368.62,0,0.51,0
1706,0,1983,0.49,0.18,0.18,0.39,12415.48,0,0.28,0
1598,0,3788,0.48,0.29,0.27,0.15,12438.10,1,0.50,1
1982,0,3978,0.29,0.34,0.29,0.26,6328.20,0,0.53,1
1249,2,2442,0.68,0.14,0.14,0.10,2640.38,1,0.38,0
299,2,1897,0.39,0.26,0.18,0.16,6244.14,0,0.03,0
876,0,240,0.90,0.05,0.40,0.36,785.09,0,0.29,1
231,1,3565,0.23,0.30,0.35,0.14,1096.60,1,0.09,0
784,0,2840,0.35,0.27,0.25,0.06,6411.14,1,0.29,1
135,2,928,0.69,0.40,0.09,0.22,544.16,0,0.34,1
1885,0,4893,0.36,0.28,0.37,0.12,10626.29,0,0.21,1
753,2,2459,0.69,0.03,0.05,0.38,11891.73,0,0.06,1
867,0,1028,0.52,0.49,0.28,0.23,11145.70,1,0.23,1
239,2,3486,0.85,0.38,0.25,0.17,1937.95,0,0.16,0
1484,2,1061,0.48,0.06,0.13,0.19,1784.95,0,0.47,0
1681,1,4365,0.80,0.06,0.08,0.07,3697.44,1,0.49,1
735,0,4589,0.81,0.48,0.28,0.13,2089.15,1,0.51,1
18,0,2514,0.54,0.03,0.07,0.03,6839.41,1,0.13,1
832,0,241,0.78,0.05,0.06,0.37,13743.20,0,0.56,1
1666,1,977,0.20,0.37,0.26,0.15,14737.52,0,0.20,0
1687,1,3143,0.56,0.24,0.21,0.09,4448.99,0,0.57,1
1379,2,2276,0.45,0.04,0.38,0.14,5080.97,1,0.10,1
1099,1,1930,0.29,0.05,0.06,0.08,10025.87,1,0.43,0
648,0,2544,0.27,0.18,0.36,0.36,11052.85,0,0.31,1
1337,2,1074,0.30,0.19,0.07,0.28,10520.31,0,0.46,0
414,2,489,0.84,0.11,0.28,0.19,14155.58,1,0.19,1
1482,0,3451,0.57,0.42,0.22,0.00,11854.90,0,0.23,1
771,2,1102,0.70,0.17,0.33,0.20,8702.64,1,0.22,1
59,2,2272,0.34,0.04,0.01,0.28,2607.24,0,0.24,0
1802,0,3044,0.82,0.36,0.14,0.10,3329.57,1,0.43,1
1206,1,1876,0.21,0.13,0.32,0.07,3280.11,1,0.32,0
284,0,2384,0.28,0.04,0.34,0.04,14309.39,1,0.01,0
969,1,710,1.00,0.31,0.00,0.35,9445.75,1,0.49,1
1443,1,4355,0.05,0.36,0.06,0.03,11459.49,0,0.07,0
170,1,3644,0.50,0.47,0.22,0.28,2347.27,0,0.04,1
1327,0,4699,0.84,0.33,0.29,0.09,847.72,1,0.18,0
899,0,1735,0.15,0.10,0.21,0.22,5755.94,0,0.12,0
751,0,1214,0.57,0.30,0.02,0.09,13635.31,0,0.40,1
1799,1,3120,0.45,0.03,0.09,0.34,3663.41,1,0.17,0
1238,1,2088,0.55,0.09,0.12,0.03,14104.47,1,0.40,1
1890,1,379,0.73,0.23,0.25,0.28,3740.96,1,0.30,1
1611,2,3841,0.32,0.34,0.23,0.01,10258.34,0,0.19,0
61,1,4190,0.33,0.19,0.05,0.30,6861.26,1,0.34,1
716,0,3834,0.14,0.05,0.15,0.22,2286.64,0,0.52,0
915,1,3953,0.37,0.12,0.31,0.12,14189.86,1,0.19,1
893,1,3892,0.79,0.22,0.36,0.26,7609.58,1,0.07,1
1352,1,1611,0.25,0.25,0.40,0.32,1171.75,0,0.32,0
1426,1,637,0.10,0.02,0.38,0.33,1478.34,0,0.31,0
1660,0,4488,0.96,0.46,0.14,0.03,6053.98,0,0.22,1
499,1,758,0.74,0.02,0.36,0.03,8777.24,0,0.15,0
566,0,4646,0.82,0.13,0.38,0.22,6950.79,0,0.09,0
1465,0,4952,0.57,0.14,0.33,0.15,6667.85,1,0.28,0
982,2,2829,0.27,0.15,0.10,0.40,10810.38,0,0.38,0
162,1,551,0.23,0.02,0.15,0.23,12112.21,0,0.16,0
425,1,3295,0.09,0.42,0.14,0.01,9712.81,1,0.27,0
722,0,79,0.31,0.27,0.34,0.09,5143.45,1,0.55,1
588,1,1925,0.54,0.08,0.11,0.01,6140.22,0,0.08,0
815,2,3946,0.50,0.24,0.09,0.26,967.91,0,0.02,1
1141,2,1109,0.17,0.38,0.10,0.07,8310.77,0,0.17,0
723,2,1382,0.97,0.45,0.36,0.31,12228.47,0,0.51,1
451,1,824,0.01,0.21,0.35,0.08,13402.43,0,0.28,0
1741,2,2950,0.22,0.35,0.16,0.33,939.01,0,0.19,0
200,0,3061,0.66,0.04,0.29,0.26,6478.85,1,0.43,1
931,2,813,0.62,0.36,0.33,0.16,3529.71,0,0.22,0
1916,0,4248,0.36,0.40,0.26,0.29,8535.68,1,0.37,1
1653,1,3159,0.49,0.45,0.18,0.22,11580.21,1,0.06,0
1617,0,3518,0.29,0.49,0.29,0.15,13306.94,1,0.09,0
520,1,4628,0.09,0.22,0.18,0.09,8373.68,1,0.31,0
1854,2,91,0.22,0.06,0.10,0.33,8659.99,0,0.16,0
249,0,4489,0.27,0.06,0.31,0.22,11090.84,0,0.48,0
1873,2,1592,0.10,0.07,0.37,0.15,3549.70,1,0.17,0
968,0,1341,0.09,0.48,0.29,0.23,6831.41,1,0.52,1
100,0,3967,0.12,0.07,0.23,0.00,3403.44,0,0.29,0
1295,1,4165,1.00,0.47,0.17,0.25,3038.78,0,0.46,1
562,2,1564,0.21,0.07,0.36,0.03,10977.00,1,0.33,0
1941,2,3693,0.53,0.28,0.15,0.36,733.37,1,0.38,1
1630,2,2233,0.41,0.28,0.22,0.35,11139.06,0,0.13,1
1643,1,3299,0.78,0.33,0.07,0.21,6716.36,0,0.06,0
1066,2,1180,0.25,0.23,0.08,0.26,2426.98,0,0.34,0
388,1,4400,0.40,0.02,0.17,0.05,6334.86,0,0.01,0
597,1,1068,0.19,0.37,0.31,0.39,12840.70,1,0.01,1
783,2,2716,0.58,0.12,0.19,0.03,6410.36,0,0.53,1
1617,1,2215,0.48,0.38,0.26,0.16,7359.55,0,0.36,1
1916,0,3185,0.32,0.03,0.10,0.13,8950.24,0,0.18,0
991,2,4660,0.44,0.00,0.12,0.29,10022.02,0,0.12,0
757,1,2232,0.13,0.42,0.17,0.11,7749.07,1,0.30,0
1606,1,519,0.18,0.46,0.36,0.24,2230.72,1,0.39,0
1077,0,637,0.84,0.38,0.37,0.32,11186.96,1,0.30,1
1847,0,643,0.80,0.40,0.30,0.07,14468.53,0,0.53,1
1402,0,2180,0.53,0.24,0.16,0.38,3165.15,1,0.20,1
891,1,714,0.69,0.16,0.05,0.25,711.68,0,0.53,1
29,0,3259,0.43,0.21,0.15,0.20,7802.31,1,0.38,1
1120,1,1992,0.29,0.42,0.03,0.09,9105.16,0,0.43,0
